Year,Series,Discrimination indicators,Geography,Gender,Age group,Immigrant status,Visible minority,Indigenous identity,Disability,LGBTQ2+,Highest level of education,Main activity,Area,Progress,GeoCode,Value
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,Indigenous identity,,,,,,52.2,11124,52.2
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,Single Indigenous identity,,,,,,47.2,11124,47.2
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,Single Indigenous identity,,,,,,52.8,11124,52.8
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,First Nations,,,,,,52.9,11124,52.9
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,First Nations,,,,,,47.1,11124,47.1
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,Métis,,,,,,41.6,11124,41.6
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,Métis,,,,,,58.4,11124,58.4
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,Non-Indigenous identity,,,,,,31.7,11124,31.7
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,Non-Indigenous identity,,,,,,68.3,11124,68.3
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,"Total, persons with and without a disability, difficulty or long-term condition",,,,,32.2,11124,32.2
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,"Total, persons with and without a disability, difficulty or long-term condition",,,,,67.8,11124,67.8
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,"Persons with a disability, difficulty or long-term condition",,,,,39.3,11124,39.3
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,"Persons with a disability, difficulty or long-term condition",,,,,60.7,11124,60.7
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,"Persons without a disability, difficulty or long-term condition",,,,,26.9,11124,26.9
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,"Persons without a disability, difficulty or long-term condition",,,,,73.1,11124,73.1
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,"Total, LGBTQ2+ and non-LGBTQ2+ people",,,,32.2,11124,32.2
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,"Total, LGBTQ2+ and non-LGBTQ2+ people",,,,67.8,11124,67.8
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,LGBTQ2+ people,,,,61.3,11124,61.3
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,LGBTQ2+ people,,,,38.7,11124,38.7
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,Non-LGBTQ2+ people,,,,30.6,11124,30.6
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,Non-LGBTQ2+ people,,,,69.4,11124,69.4
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"Total, highest certificate, diploma or degree",,,32.2,11124,32.2
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"Total, highest certificate, diploma or degree",,,67.8,11124,67.8
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"No certificate, diploma or degree",,,29.9,11124,29.9
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"No certificate, diploma or degree",,,70.1,11124,70.1
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Secondary (high) school diploma or equivalency certificate,,,30.6,11124,30.6
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Secondary (high) school diploma or equivalency certificate,,,69.4,11124,69.4
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"Postsecondary certificate, diploma or degree",,,33.5,11124,33.5
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"Postsecondary certificate, diploma or degree",,,66.5,11124,66.5
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Postsecondary certificate or diploma below bachelor level,,,30.3,11124,30.3
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Postsecondary certificate or diploma below bachelor level,,,69.7,11124,69.7
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Apprenticeship or trades certificate or diploma,,,25.8,11124,25.8
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Apprenticeship or trades certificate or diploma,,,74.2,11124,74.2
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"College, CEGEP or other non-university certificate or diploma",,,32.4,11124,32.4
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"College, CEGEP or other non-university certificate or diploma",,,67.6,11124,67.6
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,University certificate or diploma below bachelor level,,,36.6,11124,36.6
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,University certificate or diploma below bachelor level,,,63.4,11124,63.4
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Bachelor's degree or higher,,,37.1,11124,37.1
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Bachelor's degree or higher,,,62.9,11124,62.9
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Bachelor's degree,,,35.3,11124,35.3
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,Bachelor's degree,,,64.7,11124,64.7
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"University certificate, diploma or degree above bachelor level",,,39.9,11124,39.9
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,"University certificate, diploma or degree above bachelor level",,,60.1,11124,60.1
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,,"Total, by main activity",,32.2,11124,32.2
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,,"Total, by main activity",,67.8,11124,67.8
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Experienced discrimination or unfair treatment in Canada,Canada,Men,,,,,,,,Working at a paid job or business,,33.2,11124,33.2
2024 Q1,Proportion of population reporting to have experienced discrimination or unfair treatment,Did not experience discrimination or unfair treatment in Canada,Canada,Men,,,,,,,,Working at a paid job or business,,66.8,11124,66.8
