Year,Geography,Type of materials diverted,Sources of materials prepared for recycling,GeoCode,Value
2020,Quebec,All materials diverted,All sources of diverted materials,24,305.91766317647
2020,Quebec,All materials diverted,Residential sources of diverted materials,24,
2020,Quebec,All materials diverted,Non-residential sources of diverted materials,24,
2020,Quebec,All paper fibres,All sources of diverted materials,24,122.846957027141
2020,Quebec,All paper fibres,Residential sources of diverted materials,24,59.7352736696294
2020,Quebec,All paper fibres,Non-residential sources of diverted materials,24,63.1116833575115
2020,Quebec,Glass,All sources of diverted materials,24,9.81067336990175
2020,Quebec,Glass,Residential sources of diverted materials,24,6.30363713653047
2020,Quebec,Glass,Non-residential sources of diverted materials,24,3.50703623337128
2020,Quebec,Ferrous metals,All sources of diverted materials,24,45.1543340355826
2020,Quebec,Ferrous metals,Residential sources of diverted materials,24,4.26132559631252
2020,Quebec,Ferrous metals,Non-residential sources of diverted materials,24,40.8930084392701
2020,Quebec,Copper and aluminum,All sources of diverted materials,24,0.261019202803851
2020,Quebec,Copper and aluminum,Residential sources of diverted materials,24,0.0
2020,Quebec,Copper and aluminum,Non-residential sources of diverted materials,24,0.261019202803851
2020,Quebec,Mixed metals,All sources of diverted materials,24,0.232835677769923
2020,Quebec,Mixed metals,Residential sources of diverted materials,24,0.0
2020,Quebec,Mixed metals,Non-residential sources of diverted materials,24,0.232835677769923
2020,Quebec,White goods,All sources of diverted materials,24,0.0
2020,Quebec,White goods,Residential sources of diverted materials,24,0.0
2020,Quebec,White goods,Non-residential sources of diverted materials,24,0.0
2020,Quebec,Electronics,All sources of diverted materials,24,2.04371486926528
2020,Quebec,Electronics,Residential sources of diverted materials,24,
2020,Quebec,Electronics,Non-residential sources of diverted materials,24,
2020,Quebec,Plastics,All sources of diverted materials,24,13.2036891181773
2020,Quebec,Plastics,Residential sources of diverted materials,24,6.78275706210725
2020,Quebec,Plastics,Non-residential sources of diverted materials,24,6.42093205607001
2020,Quebec,Gable top and aseptic containers,All sources of diverted materials,24,0.0
2020,Quebec,Gable top and aseptic containers,Residential sources of diverted materials,24,0.0
2020,Quebec,Gable top and aseptic containers,Non-residential sources of diverted materials,24,0.0
2020,Quebec,Textiles,All sources of diverted materials,24,6.79784284936608
2020,Quebec,Textiles,Residential sources of diverted materials,24,6.79784284936608
2020,Quebec,Textiles,Non-residential sources of diverted materials,24,0.0
2020,Quebec,Tires,All sources of diverted materials,24,10.9899375460102
2020,Quebec,Tires,Residential sources of diverted materials,24,
2020,Quebec,Tires,Non-residential sources of diverted materials,24,
2020,Quebec,"Construction, renovation and demolition",All sources of diverted materials,24,31.3410153904266
2020,Quebec,"Construction, renovation and demolition",Residential sources of diverted materials,24,0.0
2020,Quebec,"Construction, renovation and demolition",Non-residential sources of diverted materials,24,31.3410153904266
2020,Quebec,All organic materials,All sources of diverted materials,24,63.2356440900259
2020,Quebec,All organic materials,Residential sources of diverted materials,24,58.1758242657812
2020,Quebec,All organic materials,Non-residential sources of diverted materials,24,5.05981982424473
2020,Quebec,Food waste and source separated organics,All sources of diverted materials,24,
2020,Quebec,Food waste and source separated organics,Residential sources of diverted materials,24,
2020,Quebec,Food waste and source separated organics,Non-residential sources of diverted materials,24,
2020,Quebec,Leaf and yard waste,All sources of diverted materials,24,
2020,Quebec,Leaf and yard waste,Residential sources of diverted materials,24,
2020,Quebec,Leaf and yard waste,Non-residential sources of diverted materials,24,
2020,Quebec,Other organic materials,All sources of diverted materials,24,
2020,Quebec,Other organic materials,Residential sources of diverted materials,24,
2020,Quebec,Other organic materials,Non-residential sources of diverted materials,24,
2020,Quebec,Other materials,All sources of diverted materials,24,0.0
2020,Quebec,Other materials,Residential sources of diverted materials,24,0.0
2020,Quebec,Other materials,Non-residential sources of diverted materials,24,0.0
2020,Ontario,All materials diverted,All sources of diverted materials,35,234.755003976138
2020,Ontario,All materials diverted,Residential sources of diverted materials,35,
2020,Ontario,All materials diverted,Non-residential sources of diverted materials,35,
2020,Ontario,All paper fibres,All sources of diverted materials,35,90.6893469913685
2020,Ontario,All paper fibres,Residential sources of diverted materials,35,43.1403707851293
2020,Ontario,All paper fibres,Non-residential sources of diverted materials,35,47.5489762062392
2020,Ontario,Glass,All sources of diverted materials,35,8.69629071934331
2020,Ontario,Glass,Residential sources of diverted materials,35,5.94161515819434
2020,Ontario,Glass,Non-residential sources of diverted materials,35,2.75467556114897
2020,Ontario,Ferrous metals,All sources of diverted materials,35,8.1636324973948
2020,Ontario,Ferrous metals,Residential sources of diverted materials,35,3.82425977408869
2020,Ontario,Ferrous metals,Non-residential sources of diverted materials,35,4.3393727233061
2020,Ontario,Copper and aluminum,All sources of diverted materials,35,1.46987385219876
2020,Ontario,Copper and aluminum,Residential sources of diverted materials,35,1.06402933894764
2020,Ontario,Copper and aluminum,Non-residential sources of diverted materials,35,0.405844513251118
2020,Ontario,Mixed metals,All sources of diverted materials,35,2.61742952812497
2020,Ontario,Mixed metals,Residential sources of diverted materials,35,1.48030617652536
2020,Ontario,Mixed metals,Non-residential sources of diverted materials,35,1.13719109396537
2020,Ontario,White goods,All sources of diverted materials,35,0.840005335388727
2020,Ontario,White goods,Residential sources of diverted materials,35,0.615168423440728
2020,Ontario,White goods,Non-residential sources of diverted materials,35,0.224836911947999
2020,Ontario,Electronics,All sources of diverted materials,35,3.1091036187904
2020,Ontario,Electronics,Residential sources of diverted materials,35,
2020,Ontario,Electronics,Non-residential sources of diverted materials,35,
2020,Ontario,Plastics,All sources of diverted materials,35,8.12373224396383
2020,Ontario,Plastics,Residential sources of diverted materials,35,6.11252914699965
2020,Ontario,Plastics,Non-residential sources of diverted materials,35,2.01120309696419
2020,Ontario,Gable top and aseptic containers,All sources of diverted materials,35,0.497364449389035
2020,Ontario,Gable top and aseptic containers,Residential sources of diverted materials,35,0.394396053438159
2020,Ontario,Gable top and aseptic containers,Non-residential sources of diverted materials,35,0.102968395950876
2020,Ontario,Textiles,All sources of diverted materials,35,0.178975330330405
2020,Ontario,Textiles,Residential sources of diverted materials,35,0.177078544089204
2020,Ontario,Textiles,Non-residential sources of diverted materials,35,0.0018967862412003
2020,Ontario,Tires,All sources of diverted materials,35,8.26294280559479
2020,Ontario,Tires,Residential sources of diverted materials,35,
2020,Ontario,Tires,Non-residential sources of diverted materials,35,
2020,Ontario,"Construction, renovation and demolition",All sources of diverted materials,35,11.1696999778686
2020,Ontario,"Construction, renovation and demolition",Residential sources of diverted materials,35,6.00515749727456
2020,Ontario,"Construction, renovation and demolition",Non-residential sources of diverted materials,35,5.16454248059401
2020,Ontario,All organic materials,All sources of diverted materials,35,88.7275280790412
2020,Ontario,All organic materials,Residential sources of diverted materials,35,77.321474987046
2020,Ontario,All organic materials,Non-residential sources of diverted materials,35,11.4060530919953
2020,Ontario,Food waste and source separated organics,All sources of diverted materials,35,43.1382707717908
2020,Ontario,Food waste and source separated organics,Residential sources of diverted materials,35,36.4901027387493
2020,Ontario,Food waste and source separated organics,Non-residential sources of diverted materials,35,6.64816803304147
2020,Ontario,Leaf and yard waste,All sources of diverted materials,35,43.1881291529881
2020,Ontario,Leaf and yard waste,Residential sources of diverted materials,35,39.1808972489893
2020,Ontario,Leaf and yard waste,Non-residential sources of diverted materials,35,4.00723190399877
2020,Ontario,Other organic materials,All sources of diverted materials,35,2.40112815426237
2020,Ontario,Other organic materials,Residential sources of diverted materials,35,1.65047499930733
2020,Ontario,Other organic materials,Non-residential sources of diverted materials,35,0.750653154955039
2020,Ontario,Other materials,All sources of diverted materials,35,2.20901080497508
