Year,Status,Geography,Gender,Age group,GeoCode,Value
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,4
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,5
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,4
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,6
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,7
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,5
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,7
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,8
2015,"Unemployed, Not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 19 years,47,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 19 years,47,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,15 to 24 years,47,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,15 to 24 years,47,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,15 to 24 years,47,9
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,18 to 24 years,47,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,18 to 24 years,47,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,18 to 24 years,47,10
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Total - Gender,20 to 24 years,47,9
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Men+,20 to 24 years,47,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Women+,20 to 24 years,47,12
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,6
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,5
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,15 to 19 years,48,6
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,9
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,8
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,11
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,12
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,10
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,13
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,13
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,11
2015,"Sub-total, not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,15
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,2
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,2
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,4
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,5
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,3
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,5
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,7
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,4
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,6
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,7
2015,"Unemployed, Not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 19 years,48,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,15 to 19 years,48,3
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,15 to 24 years,48,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,15 to 24 years,48,3
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,15 to 24 years,48,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,18 to 24 years,48,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,18 to 24 years,48,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,18 to 24 years,48,9
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Total - Gender,20 to 24 years,48,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Men+,20 to 24 years,48,4
2015,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Women+,20 to 24 years,48,10
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,9
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,8
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,15 to 19 years,59,9
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,11
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,11
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,11
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,13
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,13
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,13
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,13
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,14
2015,"Sub-total, not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,13
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,3
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,3
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,4
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,5
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,4
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,6
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,7
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,5
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,6
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,8
2015,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 19 years,59,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 19 years,59,5
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 19 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,15 to 24 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,15 to 24 years,59,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,15 to 24 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,18 to 24 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,18 to 24 years,59,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,18 to 24 years,59,8
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Total - Gender,20 to 24 years,59,7
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Men+,20 to 24 years,59,6
2015,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Women+,20 to 24 years,59,8
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,15 to 24 years,60,11
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Men+,15 to 24 years,60,12
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,18 to 24 years,60,14
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Men+,18 to 24 years,60,14
2015,"Sub-total, not in employment, education or training (NEET)",Yukon,Total - Gender,20 to 24 years,60,14
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 19 years,61,13
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 19 years,61,18
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,17
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,22
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,15 to 24 years,61,12
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,22
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,28
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,18 to 24 years,61,15
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Total - Gender,20 to 24 years,61,21
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Men+,20 to 24 years,61,26
2015,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Women+,20 to 24 years,61,16
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,7
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,12
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,9
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,15
2015,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,20 to 24 years,61,10
2015,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,15 to 24 years,61,10
2015,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Men+,15 to 24 years,61,10
2015,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Total - Gender,18 to 24 years,61,13
2015,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Men+,18 to 24 years,61,13
