Year,Series,Elements,Data categories,Pillar,Value
2024,Open Data Inventory (ODIN),Data available last 5 years,Resource use,,50.0
2024,Open Data Inventory (ODIN),Data available last 5 years,Energy use,,100.0
2024,Open Data Inventory (ODIN),Data available last 5 years,Pollution,,50.0
2024,Open Data Inventory (ODIN),Data available last 5 years,Built environment,,50.0
2024,Open Data Inventory (ODIN),Data available last 5 years,Environment subscore,,60.0
2024,Open Data Inventory (ODIN),Data available last 5 years,All categories,,80.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Population and vital statistics,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Education facilities,,50.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Education outcomes,,50.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Health facilities,,0.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Health outcomes,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Reproductive health,,50.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Gender statistics,,50.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Poverty and income,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Social statistics subscore,,62.5
2016,Open Data Inventory (ODIN),Data available last 10 years,National accounts,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Labor,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Price indexes,,50.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Government finance,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Money and banking,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,International trade,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Balance of payments,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Economic and financial statistics subscore,,92.9
2016,Open Data Inventory (ODIN),Data available last 10 years,Agriculture and land use,,0.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Resource use,,50.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Energy use,,100.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Pollution,,50.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Built environment,,50.0
2016,Open Data Inventory (ODIN),Data available last 10 years,Environment subscore,,50.0
2016,Open Data Inventory (ODIN),Data available last 10 years,All categories,,68.5
2017,Open Data Inventory (ODIN),Data available last 10 years,Population and vital statistics,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Education facilities,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Education outcomes,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Health facilities,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Health outcomes,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Reproductive health,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Gender statistics,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Crime and justice,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Poverty and income,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Social statistics subscore,,61.1
2017,Open Data Inventory (ODIN),Data available last 10 years,National accounts,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Labor,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Price indexes,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Government finance,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Money and banking,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,International trade,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Balance of payments,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Economic and financial statistics subscore,,92.9
2017,Open Data Inventory (ODIN),Data available last 10 years,Agriculture and land use,,0.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Resource use,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Energy use,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Pollution,,100.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Built environment,,50.0
2017,Open Data Inventory (ODIN),Data available last 10 years,Environment subscore,,60.0
2017,Open Data Inventory (ODIN),Data available last 10 years,All categories,,71.3
2018,Open Data Inventory (ODIN),Data available last 10 years,Population and vital statistics,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Education facilities,,50.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Education outcomes,,50.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Health facilities,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Health outcomes,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Reproductive health,,50.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Gender statistics,,50.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Crime and justice,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Poverty and income,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Social statistics subscore,,77.8
2018,Open Data Inventory (ODIN),Data available last 10 years,National accounts,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Labor,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Price indexes,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Government finance,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Money and banking,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,International trade,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Balance of payments,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Economic and financial statistics subscore,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Agriculture and land use,,50.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Resource use,,50.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Energy use,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Pollution,,100.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Built environment,,50.0
2018,Open Data Inventory (ODIN),Data available last 10 years,Environment subscore,,70.0
2018,Open Data Inventory (ODIN),Data available last 10 years,All categories,,82.6
2019,Open Data Inventory (ODIN),Data available last 10 years,Population and vital statistics,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Education facilities,,50.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Education outcomes,,50.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Health facilities,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Health outcomes,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Reproductive health,,50.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Gender statistics,,50.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Crime and justice,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Poverty and income,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Social statistics subscore,,77.8
2019,Open Data Inventory (ODIN),Data available last 10 years,National accounts,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Labor,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Price indexes,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Government finance,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Money and banking,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,International trade,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Balance of payments,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Economic and financial statistics subscore,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Agriculture and land use,,50.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Resource use,,50.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Energy use,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Pollution,,100.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Built environment,,50.0
2019,Open Data Inventory (ODIN),Data available last 10 years,Environment subscore,,70.0
2019,Open Data Inventory (ODIN),Data available last 10 years,All categories,,82.6
2020,Open Data Inventory (ODIN),Data available last 10 years,Population and vital statistics,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Education facilities,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Education outcomes,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Health facilities,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Health outcomes,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Reproductive health,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Food security and nutrition,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Gender statistics,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Crime and justice,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Poverty and income,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Social statistics subscore,,65.0
2020,Open Data Inventory (ODIN),Data available last 10 years,National accounts,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Labor,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Price indexes,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Government finance,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Money and banking,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,International trade,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Balance of payments,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Economic and financial statistics subscore,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Agriculture and land use,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Resource use,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Energy use,,100.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Pollution,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Built environment,,50.0
2020,Open Data Inventory (ODIN),Data available last 10 years,Environment subscore,,60.0
2020,Open Data Inventory (ODIN),Data available last 10 years,All categories,,75.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Population and vital statistics,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Education facilities,,50.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Education outcomes,,50.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Health facilities,,50.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Health outcomes,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Reproductive health,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Food security and nutrition,,50.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Gender statistics,,50.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Crime and justice,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Poverty and income,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Social statistics subscore,,75.0
2022,Open Data Inventory (ODIN),Data available last 10 years,National accounts,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Labor,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Price indexes,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Government finance,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Money and banking,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,International trade,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Balance of payments,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Economic and financial statistics subscore,,100.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Agriculture and land use,,50.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Resource use,,50.0
2022,Open Data Inventory (ODIN),Data available last 10 years,Energy use,,100.0
