Year,Type d'institution fréquentée,Géographie,Groupe d'âge,GeoCode,Value
2019/2020,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,6
2019/2020,Collège,Île-du-Prince-Édouard,30 à 34 ans,11,2
2019/2020,Université,Île-du-Prince-Édouard,30 à 34 ans,11,4
2019/2020,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,5
2019/2020,Collège,Nouvelle-Écosse,30 à 34 ans,12,2
2019/2020,Université,Nouvelle-Écosse,30 à 34 ans,12,3
2019/2020,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,4
2019/2020,Collège,Nouveau-Brunswick,30 à 34 ans,13,2
2019/2020,Université,Nouveau-Brunswick,30 à 34 ans,13,2
2019/2020,Total taux de participation,Québec,30 à 34 ans,24,7
2019/2020,École primaire et/ou secondaire,Québec,30 à 34 ans,24,0
2019/2020,Collège,Québec,30 à 34 ans,24,2
2019/2020,Université,Québec,30 à 34 ans,24,5
2019/2020,Total taux de participation,Ontario,30 à 34 ans,35,5
2019/2020,École primaire et/ou secondaire,Ontario,30 à 34 ans,35,0
2019/2020,Collège,Ontario,30 à 34 ans,35,2
2019/2020,Université,Ontario,30 à 34 ans,35,3
2019/2020,Total taux de participation,Manitoba,30 à 34 ans,46,6
2019/2020,Collège,Manitoba,30 à 34 ans,46,1
2019/2020,Université,Manitoba,30 à 34 ans,46,4
2019/2020,Total taux de participation,Saskatchewan,30 à 34 ans,47,6
2019/2020,Collège,Saskatchewan,30 à 34 ans,47,2
2019/2020,Université,Saskatchewan,30 à 34 ans,47,4
2019/2020,Total taux de participation,Alberta,30 à 34 ans,48,5
2019/2020,Collège,Alberta,30 à 34 ans,48,2
2019/2020,Université,Alberta,30 à 34 ans,48,4
2019/2020,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,6
2019/2020,Collège,Colombie-Britannique,30 à 34 ans,59,2
2019/2020,Université,Colombie-Britannique,30 à 34 ans,59,4
2020/2021,Total taux de participation,Canada,30 à 34 ans,,6
2020/2021,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2020/2021,Collège,Canada,30 à 34 ans,,2
2020/2021,Université,Canada,30 à 34 ans,,4
2020/2021,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,6
2020/2021,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,5
2020/2021,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,6
2020/2021,Collège,Île-du-Prince-Édouard,30 à 34 ans,11,3
2020/2021,Université,Île-du-Prince-Édouard,30 à 34 ans,11,3
2020/2021,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,5
2020/2021,Collège,Nouvelle-Écosse,30 à 34 ans,12,2
2020/2021,Université,Nouvelle-Écosse,30 à 34 ans,12,3
2020/2021,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,5
2020/2021,Collège,Nouveau-Brunswick,30 à 34 ans,13,2
2020/2021,Université,Nouveau-Brunswick,30 à 34 ans,13,3
2020/2021,Total taux de participation,Québec,30 à 34 ans,24,10
2020/2021,École primaire et/ou secondaire,Québec,30 à 34 ans,24,1
2020/2021,Collège,Québec,30 à 34 ans,24,2
2020/2021,Université,Québec,30 à 34 ans,24,6
2020/2021,Total taux de participation,Ontario,30 à 34 ans,35,5
2020/2021,École primaire et/ou secondaire,Ontario,30 à 34 ans,35,0
2020/2021,Collège,Ontario,30 à 34 ans,35,2
2020/2021,Université,Ontario,30 à 34 ans,35,3
2020/2021,Total taux de participation,Manitoba,30 à 34 ans,46,5
2020/2021,Collège,Manitoba,30 à 34 ans,46,2
2020/2021,Université,Manitoba,30 à 34 ans,46,3
2020/2021,Total taux de participation,Saskatchewan,30 à 34 ans,47,4
2020/2021,Collège,Saskatchewan,30 à 34 ans,47,1
2020/2021,Université,Saskatchewan,30 à 34 ans,47,3
2020/2021,Total taux de participation,Alberta,30 à 34 ans,48,5
2020/2021,Collège,Alberta,30 à 34 ans,48,2
2020/2021,Université,Alberta,30 à 34 ans,48,3
2020/2021,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,6
2020/2021,Collège,Colombie-Britannique,30 à 34 ans,59,2
2020/2021,Université,Colombie-Britannique,30 à 34 ans,59,3
2021/2022,Total taux de participation,Canada,30 à 34 ans,,6
2021/2022,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2021/2022,Collège,Canada,30 à 34 ans,,2
2021/2022,Université,Canada,30 à 34 ans,,4
2021/2022,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,7
2021/2022,Collège,Terre-Neuve-et-Labrador,30 à 34 ans,10,2
2021/2022,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,5
2021/2022,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,6
2021/2022,Collège,Île-du-Prince-Édouard,30 à 34 ans,11,3
2021/2022,Université,Île-du-Prince-Édouard,30 à 34 ans,11,3
2021/2022,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,6
2021/2022,Collège,Nouvelle-Écosse,30 à 34 ans,12,2
2021/2022,Université,Nouvelle-Écosse,30 à 34 ans,12,4
2021/2022,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,6
2021/2022,Collège,Nouveau-Brunswick,30 à 34 ans,13,2
2021/2022,Université,Nouveau-Brunswick,30 à 34 ans,13,3
2021/2022,Total taux de participation,Québec,30 à 34 ans,24,9
2021/2022,École primaire et/ou secondaire,Québec,30 à 34 ans,24,0
2021/2022,Collège,Québec,30 à 34 ans,24,2
2021/2022,Université,Québec,30 à 34 ans,24,6
2021/2022,Total taux de participation,Ontario,30 à 34 ans,35,5
2021/2022,Collège,Ontario,30 à 34 ans,35,2
2021/2022,Université,Ontario,30 à 34 ans,35,3
2021/2022,Total taux de participation,Manitoba,30 à 34 ans,46,8
2021/2022,Collège,Manitoba,30 à 34 ans,46,2
2021/2022,Université,Manitoba,30 à 34 ans,46,5
2021/2022,Total taux de participation,Saskatchewan,30 à 34 ans,47,5
2021/2022,Collège,Saskatchewan,30 à 34 ans,47,2
2021/2022,Université,Saskatchewan,30 à 34 ans,47,4
2021/2022,Total taux de participation,Alberta,30 à 34 ans,48,5
2021/2022,Collège,Alberta,30 à 34 ans,48,2
2021/2022,Université,Alberta,30 à 34 ans,48,3
2021/2022,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,5
2021/2022,Collège,Colombie-Britannique,30 à 34 ans,59,2
2021/2022,Université,Colombie-Britannique,30 à 34 ans,59,3
2021/2022,Total taux de participation,Yukon,30 à 34 ans,60,11
2021/2022,Université,Yukon,30 à 34 ans,60,11
2022/2023,Total taux de participation,Canada,30 à 34 ans,,6
2022/2023,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2022/2023,Collège,Canada,30 à 34 ans,,2
2022/2023,Université,Canada,30 à 34 ans,,3
2022/2023,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,6
2022/2023,Collège,Terre-Neuve-et-Labrador,30 à 34 ans,10,2
2022/2023,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,4
2022/2023,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,6
2022/2023,Collège,Île-du-Prince-Édouard,30 à 34 ans,11,2
2022/2023,Université,Île-du-Prince-Édouard,30 à 34 ans,11,4
2022/2023,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,6
2022/2023,Collège,Nouvelle-Écosse,30 à 34 ans,12,2
2022/2023,Université,Nouvelle-Écosse,30 à 34 ans,12,4
2022/2023,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,4
2022/2023,Collège,Nouveau-Brunswick,30 à 34 ans,13,2
2022/2023,Université,Nouveau-Brunswick,30 à 34 ans,13,2
2022/2023,Total taux de participation,Québec,30 à 34 ans,24,8
2022/2023,École primaire et/ou secondaire,Québec,30 à 34 ans,24,1
2022/2023,Collège,Québec,30 à 34 ans,24,2
2022/2023,Université,Québec,30 à 34 ans,24,6
2022/2023,Total taux de participation,Ontario,30 à 34 ans,35,5
2022/2023,Collège,Ontario,30 à 34 ans,35,3
2022/2023,Université,Ontario,30 à 34 ans,35,3
2022/2023,Total taux de participation,Manitoba,30 à 34 ans,46,6
2022/2023,Collège,Manitoba,30 à 34 ans,46,2
2022/2023,Université,Manitoba,30 à 34 ans,46,3
2022/2023,Total taux de participation,Saskatchewan,30 à 34 ans,47,5
2022/2023,Collège,Saskatchewan,30 à 34 ans,47,1
2022/2023,Université,Saskatchewan,30 à 34 ans,47,3
2022/2023,Total taux de participation,Alberta,30 à 34 ans,48,5
2022/2023,Collège,Alberta,30 à 34 ans,48,3
2022/2023,Université,Alberta,30 à 34 ans,48,2
2022/2023,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,5
2022/2023,Collège,Colombie-Britannique,30 à 34 ans,59,2
2022/2023,Université,Colombie-Britannique,30 à 34 ans,59,3
2023/2024,Total taux de participation,Canada,30 à 34 ans,,6
2023/2024,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2023/2024,Collège,Canada,30 à 34 ans,,2
2023/2024,Université,Canada,30 à 34 ans,,4
2023/2024,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,7
2023/2024,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,5
2023/2024,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,4
2023/2024,Université,Île-du-Prince-Édouard,30 à 34 ans,11,2
2023/2024,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,8
2023/2024,Collège,Nouvelle-Écosse,30 à 34 ans,12,2
2023/2024,Université,Nouvelle-Écosse,30 à 34 ans,12,6
2023/2024,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,5
2023/2024,Collège,Nouveau-Brunswick,30 à 34 ans,13,3
2023/2024,Université,Nouveau-Brunswick,30 à 34 ans,13,3
2023/2024,Total taux de participation,Québec,30 à 34 ans,24,7
2023/2024,École primaire et/ou secondaire,Québec,30 à 34 ans,24,0
2023/2024,Collège,Québec,30 à 34 ans,24,2
2023/2024,Université,Québec,30 à 34 ans,24,5
2023/2024,Total taux de participation,Ontario,30 à 34 ans,35,6
2023/2024,École primaire et/ou secondaire,Ontario,30 à 34 ans,35,0
2023/2024,Collège,Ontario,30 à 34 ans,35,2
2023/2024,Université,Ontario,30 à 34 ans,35,3
2023/2024,Total taux de participation,Manitoba,30 à 34 ans,46,7
2023/2024,Collège,Manitoba,30 à 34 ans,46,3
2023/2024,Université,Manitoba,30 à 34 ans,46,4
2023/2024,Total taux de participation,Saskatchewan,30 à 34 ans,47,6
2023/2024,Collège,Saskatchewan,30 à 34 ans,47,1
2023/2024,Université,Saskatchewan,30 à 34 ans,47,4
2023/2024,Total taux de participation,Alberta,30 à 34 ans,48,6
2023/2024,Collège,Alberta,30 à 34 ans,48,2
2023/2024,Université,Alberta,30 à 34 ans,48,3
2023/2024,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,6
2023/2024,Collège,Colombie-Britannique,30 à 34 ans,59,2
2023/2024,Université,Colombie-Britannique,30 à 34 ans,59,3
2024/2025,Total taux de participation,Canada,30 à 34 ans,,6
2024/2025,École primaire et/ou secondaire,Canada,30 à 34 ans,,0
2024/2025,Collège,Canada,30 à 34 ans,,2
2024/2025,Université,Canada,30 à 34 ans,,3
2024/2025,Total taux de participation,Terre-Neuve-et-Labrador,30 à 34 ans,10,6
2024/2025,Université,Terre-Neuve-et-Labrador,30 à 34 ans,10,5
2024/2025,Total taux de participation,Île-du-Prince-Édouard,30 à 34 ans,11,5
2024/2025,Collège,Île-du-Prince-Édouard,30 à 34 ans,11,2
2024/2025,Université,Île-du-Prince-Édouard,30 à 34 ans,11,3
2024/2025,Total taux de participation,Nouvelle-Écosse,30 à 34 ans,12,6
2024/2025,Collège,Nouvelle-Écosse,30 à 34 ans,12,2
2024/2025,Université,Nouvelle-Écosse,30 à 34 ans,12,4
2024/2025,Total taux de participation,Nouveau-Brunswick,30 à 34 ans,13,4
2024/2025,Collège,Nouveau-Brunswick,30 à 34 ans,13,2
2024/2025,Université,Nouveau-Brunswick,30 à 34 ans,13,2
2024/2025,Total taux de participation,Québec,30 à 34 ans,24,8
2024/2025,École primaire et/ou secondaire,Québec,30 à 34 ans,24,0
2024/2025,Collège,Québec,30 à 34 ans,24,1
2024/2025,Université,Québec,30 à 34 ans,24,6
2024/2025,Total taux de participation,Ontario,30 à 34 ans,35,5
2024/2025,École primaire et/ou secondaire,Ontario,30 à 34 ans,35,0
2024/2025,Collège,Ontario,30 à 34 ans,35,3
2024/2025,Université,Ontario,30 à 34 ans,35,2
2024/2025,Total taux de participation,Manitoba,30 à 34 ans,46,6
2024/2025,Collège,Manitoba,30 à 34 ans,46,2
2024/2025,Université,Manitoba,30 à 34 ans,46,4
2024/2025,Total taux de participation,Saskatchewan,30 à 34 ans,47,6
2024/2025,Collège,Saskatchewan,30 à 34 ans,47,2
2024/2025,Université,Saskatchewan,30 à 34 ans,47,4
2024/2025,Total taux de participation,Alberta,30 à 34 ans,48,5
2024/2025,Collège,Alberta,30 à 34 ans,48,2
2024/2025,Université,Alberta,30 à 34 ans,48,3
2024/2025,Total taux de participation,Colombie-Britannique,30 à 34 ans,59,5
2024/2025,Collège,Colombie-Britannique,30 à 34 ans,59,2
2024/2025,Université,Colombie-Britannique,30 à 34 ans,59,3
2024/2025,Total taux de participation,Yukon,30 à 34 ans,60,6
2024/2025,Université,Yukon,30 à 34 ans,60,5
