Year,Type of childhood maltreatment,Geography,Gender,Age,Immigrant status,Visible minority,Indigenous identity,Disability status,Sexual orientation,GeoCode,Value
2018,Physical abuse,Saskatchewan,Female gender,25 to 34 years,,,,,,47,22.04
2018,Physical abuse,Saskatchewan,"Total, gender",35 to 44 years,,,,,,47,25.65
2018,Physical abuse,Saskatchewan,Male gender,35 to 44 years,,,,,,47,27.01
2018,Physical abuse,Saskatchewan,Female gender,35 to 44 years,,,,,,47,24.24
2018,Physical abuse,Saskatchewan,"Total, gender",45 to 54 years,,,,,,47,27.94
2018,Physical abuse,Saskatchewan,Male gender,45 to 54 years,,,,,,47,28.88
2018,Physical abuse,Saskatchewan,Female gender,45 to 54 years,,,,,,47,26.7
2018,Sexual abuse,Saskatchewan,"Total, gender","Total, age",,,,,,47,6.81
2018,Sexual abuse,Saskatchewan,Male gender,"Total, age",,,,,,47,2.62
2018,Sexual abuse,Saskatchewan,Female gender,"Total, age",,,,,,47,11.0
2018,Sexual abuse,Saskatchewan,"Total, gender",15 to 24 years,,,,,,47,3.36
2018,Sexual abuse,Saskatchewan,Female gender,15 to 24 years,,,,,,47,5.76
2018,Sexual abuse,Saskatchewan,"Total, gender",25 to 34 years,,,,,,47,3.88
2018,Sexual abuse,Saskatchewan,Female gender,25 to 34 years,,,,,,47,7.27
2018,Sexual abuse,Saskatchewan,"Total, gender",35 to 44 years,,,,,,47,7.63
2018,Sexual abuse,Saskatchewan,Male gender,35 to 44 years,,,,,,47,4.43
2018,Sexual abuse,Saskatchewan,Female gender,35 to 44 years,,,,,,47,10.78
2018,Sexual abuse,Saskatchewan,"Total, gender",45 to 54 years,,,,,,47,9.93
2018,Sexual abuse,Saskatchewan,Male gender,45 to 54 years,,,,,,47,3.39
2018,Sexual abuse,Saskatchewan,Female gender,45 to 54 years,,,,,,47,16.7
2018,Physical or sexual abuse,Alberta,"Total, gender","Total, age",,,,,,48,28.82
2018,Physical or sexual abuse,Alberta,Male gender,"Total, age",,,,,,48,26.18
2018,Physical or sexual abuse,Alberta,Female gender,"Total, age",,,,,,48,31.47
2018,Physical or sexual abuse,Alberta,"Total, gender",15 to 24 years,,,,,,48,21.88
2018,Physical or sexual abuse,Alberta,Male gender,15 to 24 years,,,,,,48,18.53
2018,Physical or sexual abuse,Alberta,Female gender,15 to 24 years,,,,,,48,24.67
2018,Physical or sexual abuse,Alberta,"Total, gender",25 to 34 years,,,,,,48,26.33
2018,Physical or sexual abuse,Alberta,Male gender,25 to 34 years,,,,,,48,23.39
2018,Physical or sexual abuse,Alberta,Female gender,25 to 34 years,,,,,,48,29.58
2018,Physical or sexual abuse,Alberta,"Total, gender",35 to 44 years,,,,,,48,30.1
2018,Physical or sexual abuse,Alberta,Male gender,35 to 44 years,,,,,,48,26.02
2018,Physical or sexual abuse,Alberta,Female gender,35 to 44 years,,,,,,48,34.37
2018,Physical or sexual abuse,Alberta,"Total, gender",45 to 54 years,,,,,,48,33.69
2018,Physical or sexual abuse,Alberta,Male gender,45 to 54 years,,,,,,48,31.23
2018,Physical or sexual abuse,Alberta,Female gender,45 to 54 years,,,,,,48,36.31
2018,Physical abuse,Alberta,"Total, gender","Total, age",,,,,,48,25.15
2018,Physical abuse,Alberta,Male gender,"Total, age",,,,,,48,24.98
2018,Physical abuse,Alberta,Female gender,"Total, age",,,,,,48,25.27
2018,Physical abuse,Alberta,"Total, gender",15 to 24 years,,,,,,48,20.55
2018,Physical abuse,Alberta,Male gender,15 to 24 years,,,,,,48,18.53
2018,Physical abuse,Alberta,Female gender,15 to 24 years,,,,,,48,21.94
2018,Physical abuse,Alberta,"Total, gender",25 to 34 years,,,,,,48,23.91
2018,Physical abuse,Alberta,Male gender,25 to 34 years,,,,,,48,23.39
2018,Physical abuse,Alberta,Female gender,25 to 34 years,,,,,,48,24.66
2018,Physical abuse,Alberta,"Total, gender",35 to 44 years,,,,,,48,25.11
2018,Physical abuse,Alberta,Male gender,35 to 44 years,,,,,,48,23.87
2018,Physical abuse,Alberta,Female gender,35 to 44 years,,,,,,48,26.4
2018,Physical abuse,Alberta,"Total, gender",45 to 54 years,,,,,,48,29.39
2018,Physical abuse,Alberta,Male gender,45 to 54 years,,,,,,48,29.59
2018,Physical abuse,Alberta,Female gender,45 to 54 years,,,,,,48,29.17
2018,Sexual abuse,Alberta,"Total, gender","Total, age",,,,,,48,8.61
2018,Sexual abuse,Alberta,Male gender,"Total, age",,,,,,48,3.21
2018,Sexual abuse,Alberta,Female gender,"Total, age",,,,,,48,14.14
2018,Sexual abuse,Alberta,"Total, gender",15 to 24 years,,,,,,48,2.76
2018,Sexual abuse,Alberta,Female gender,15 to 24 years,,,,,,48,5.68
2018,Sexual abuse,Alberta,"Total, gender",25 to 34 years,,,,,,48,7.04
2018,Sexual abuse,Alberta,Female gender,25 to 34 years,,,,,,48,12.66
2018,Sexual abuse,Alberta,"Total, gender",35 to 44 years,,,,,,48,10.38
2018,Sexual abuse,Alberta,Male gender,35 to 44 years,,,,,,48,5.0
2018,Sexual abuse,Alberta,Female gender,35 to 44 years,,,,,,48,16.03
2018,Sexual abuse,Alberta,"Total, gender",45 to 54 years,,,,,,48,10.97
2018,Sexual abuse,Alberta,Male gender,45 to 54 years,,,,,,48,5.22
2018,Sexual abuse,Alberta,Female gender,45 to 54 years,,,,,,48,17.1
2018,Physical or sexual abuse,British Columbia,"Total, gender","Total, age",,,,,,59,30.47
2018,Physical or sexual abuse,British Columbia,Male gender,"Total, age",,,,,,59,29.46
2018,Physical or sexual abuse,British Columbia,Female gender,"Total, age",,,,,,59,31.44
2018,Physical or sexual abuse,British Columbia,"Total, gender",15 to 24 years,,,,,,59,21.92
2018,Physical or sexual abuse,British Columbia,Male gender,15 to 24 years,,,,,,59,25.02
2018,Physical or sexual abuse,British Columbia,Female gender,15 to 24 years,,,,,,59,19.02
2018,Physical or sexual abuse,British Columbia,"Total, gender",25 to 34 years,,,,,,59,32.1
2018,Physical or sexual abuse,British Columbia,Male gender,25 to 34 years,,,,,,59,28.58
2018,Physical or sexual abuse,British Columbia,Female gender,25 to 34 years,,,,,,59,35.32
2018,Physical or sexual abuse,British Columbia,"Total, gender",35 to 44 years,,,,,,59,28.3
2018,Physical or sexual abuse,British Columbia,Male gender,35 to 44 years,,,,,,59,26.83
2018,Physical or sexual abuse,British Columbia,Female gender,35 to 44 years,,,,,,59,29.65
2018,Physical or sexual abuse,British Columbia,"Total, gender",45 to 54 years,,,,,,59,35.04
2018,Physical or sexual abuse,British Columbia,Male gender,45 to 54 years,,,,,,59,34.11
2018,Physical or sexual abuse,British Columbia,Female gender,45 to 54 years,,,,,,59,35.89
2018,Physical abuse,British Columbia,"Total, gender","Total, age",,,,,,59,26.58
2018,Physical abuse,British Columbia,Male gender,"Total, age",,,,,,59,27.7
2018,Physical abuse,British Columbia,Female gender,"Total, age",,,,,,59,25.46
2018,Physical abuse,British Columbia,"Total, gender",15 to 24 years,,,,,,59,20.82
2018,Physical abuse,British Columbia,Male gender,15 to 24 years,,,,,,59,24.5
2018,Physical abuse,British Columbia,Female gender,15 to 24 years,,,,,,59,17.28
2018,Physical abuse,British Columbia,"Total, gender",25 to 34 years,,,,,,59,29.1
2018,Physical abuse,British Columbia,Male gender,25 to 34 years,,,,,,59,27.28
2018,Physical abuse,British Columbia,Female gender,25 to 34 years,,,,,,59,30.58
2018,Physical abuse,British Columbia,"Total, gender",35 to 44 years,,,,,,59,24.8
2018,Physical abuse,British Columbia,Male gender,35 to 44 years,,,,,,59,25.42
2018,Physical abuse,British Columbia,Female gender,35 to 44 years,,,,,,59,24.1
2018,Physical abuse,British Columbia,"Total, gender",45 to 54 years,,,,,,59,29.47
2018,Physical abuse,British Columbia,Male gender,45 to 54 years,,,,,,59,30.11
2018,Physical abuse,British Columbia,Female gender,45 to 54 years,,,,,,59,28.8
2018,Sexual abuse,British Columbia,"Total, gender","Total, age",,,,,,59,9.38
2018,Sexual abuse,British Columbia,Male gender,"Total, age",,,,,,59,4.87
2018,Sexual abuse,British Columbia,Female gender,"Total, age",,,,,,59,13.82
2018,Sexual abuse,British Columbia,"Total, gender",15 to 24 years,,,,,,59,2.72
2018,Sexual abuse,British Columbia,"Total, gender",25 to 34 years,,,,,,59,7.95
2018,Sexual abuse,British Columbia,Male gender,25 to 34 years,,,,,,59,5.67
2018,Sexual abuse,British Columbia,Female gender,25 to 34 years,,,,,,59,10.31
2018,Sexual abuse,British Columbia,"Total, gender",35 to 44 years,,,,,,59,10.14
2018,Sexual abuse,British Columbia,Male gender,35 to 44 years,,,,,,59,5.17
2018,Sexual abuse,British Columbia,Female gender,35 to 44 years,,,,,,59,15.05
2018,Sexual abuse,British Columbia,"Total, gender",45 to 54 years,,,,,,59,13.15
2018,Sexual abuse,British Columbia,Male gender,45 to 54 years,,,,,,59,7.63
2018,Sexual abuse,British Columbia,Female gender,45 to 54 years,,,,,,59,18.42
2018,Physical or sexual abuse,Yukon,"Total, gender","Total, age",,,,,,60,37.95
2018,Physical or sexual abuse,Yukon,Male gender,"Total, age",,,,,,60,39.34
2018,Physical or sexual abuse,Yukon,Female gender,"Total, age",,,,,,60,36.5
2018,Physical or sexual abuse,Yukon,"Total, gender",15 to 24 years,,,,,,60,21.6
2018,Physical or sexual abuse,Yukon,"Total, gender",25 to 34 years,,,,,,60,36.55
2018,Physical or sexual abuse,Yukon,Male gender,25 to 34 years,,,,,,60,32.11
2018,Physical or sexual abuse,Yukon,Female gender,25 to 34 years,,,,,,60,41.22
2018,Physical or sexual abuse,Yukon,"Total, gender",35 to 44 years,,,,,,60,31.29
2018,Physical or sexual abuse,Yukon,Male gender,35 to 44 years,,,,,,60,24.98
2018,Physical or sexual abuse,Yukon,Female gender,35 to 44 years,,,,,,60,37.45
2018,Physical or sexual abuse,Yukon,"Total, gender",45 to 54 years,,,,,,60,43.85
2018,Physical or sexual abuse,Yukon,Male gender,45 to 54 years,,,,,,60,49.42
2018,Physical or sexual abuse,Yukon,Female gender,45 to 54 years,,,,,,60,38.37
2018,Physical abuse,Yukon,"Total, gender","Total, age",,,,,,60,32.88
2018,Physical abuse,Yukon,Male gender,"Total, age",,,,,,60,36.91
2018,Physical abuse,Yukon,Female gender,"Total, age",,,,,,60,28.67
2018,Physical abuse,Yukon,"Total, gender",15 to 24 years,,,,,,60,20.12
2018,Physical abuse,Yukon,"Total, gender",25 to 34 years,,,,,,60,29.41
2018,Physical abuse,Yukon,Male gender,25 to 34 years,,,,,,60,25.71
2018,Physical abuse,Yukon,Female gender,25 to 34 years,,,,,,60,33.31
2018,Physical abuse,Yukon,"Total, gender",35 to 44 years,,,,,,60,26.2
2018,Physical abuse,Yukon,Male gender,35 to 44 years,,,,,,60,23.45
2018,Physical abuse,Yukon,Female gender,35 to 44 years,,,,,,60,28.89
2018,Physical abuse,Yukon,"Total, gender",45 to 54 years,,,,,,60,39.03
2018,Physical abuse,Yukon,Male gender,45 to 54 years,,,,,,60,47.54
2018,Physical abuse,Yukon,Female gender,45 to 54 years,,,,,,60,30.68
2018,Sexual abuse,Yukon,"Total, gender","Total, age",,,,,,60,13.82
2018,Sexual abuse,Yukon,Male gender,"Total, age",,,,,,60,7.73
2018,Sexual abuse,Yukon,Female gender,"Total, age",,,,,,60,20.16
2018,Sexual abuse,Yukon,"Total, gender",25 to 34 years,,,,,,60,11.87
2018,Sexual abuse,Yukon,Female gender,25 to 34 years,,,,,,60,13.73
2018,Sexual abuse,Yukon,"Total, gender",35 to 44 years,,,,,,60,11.28
2018,Sexual abuse,Yukon,Female gender,35 to 44 years,,,,,,60,20.8
2018,Sexual abuse,Yukon,"Total, gender",45 to 54 years,,,,,,60,18.26
2018,Sexual abuse,Yukon,Female gender,45 to 54 years,,,,,,60,24.8
2018,Physical or sexual abuse,Northwest Territories,"Total, gender","Total, age",,,,,,61,33.36
2018,Physical or sexual abuse,Northwest Territories,Male gender,"Total, age",,,,,,61,31.72
2018,Physical or sexual abuse,Northwest Territories,Female gender,"Total, age",,,,,,61,34.95
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",25 to 34 years,,,,,,61,27.39
2018,Physical or sexual abuse,Northwest Territories,Male gender,25 to 34 years,,,,,,61,25.24
2018,Physical or sexual abuse,Northwest Territories,Female gender,25 to 34 years,,,,,,61,29.58
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",35 to 44 years,,,,,,61,37.62
2018,Physical or sexual abuse,Northwest Territories,Male gender,35 to 44 years,,,,,,61,35.61
2018,Physical or sexual abuse,Northwest Territories,Female gender,35 to 44 years,,,,,,61,39.63
2018,Physical or sexual abuse,Northwest Territories,"Total, gender",45 to 54 years,,,,,,61,44.83
2018,Physical or sexual abuse,Northwest Territories,Male gender,45 to 54 years,,,,,,61,40.24
2018,Physical or sexual abuse,Northwest Territories,Female gender,45 to 54 years,,,,,,61,49.62
2018,Physical abuse,Northwest Territories,"Total, gender","Total, age",,,,,,61,28.47
2018,Physical abuse,Northwest Territories,Male gender,"Total, age",,,,,,61,28.28
2018,Physical abuse,Northwest Territories,Female gender,"Total, age",,,,,,61,28.55
2018,Physical abuse,Northwest Territories,"Total, gender",25 to 34 years,,,,,,61,22.44
2018,Physical abuse,Northwest Territories,Male gender,25 to 34 years,,,,,,61,21.19
2018,Physical abuse,Northwest Territories,Female gender,25 to 34 years,,,,,,61,23.71
2018,Physical abuse,Northwest Territories,"Total, gender",35 to 44 years,,,,,,61,33.69
2018,Physical abuse,Northwest Territories,Male gender,35 to 44 years,,,,,,61,34.32
2018,Physical abuse,Northwest Territories,Female gender,35 to 44 years,,,,,,61,33.05
2018,Physical abuse,Northwest Territories,"Total, gender",45 to 54 years,,,,,,61,38.22
2018,Physical abuse,Northwest Territories,Male gender,45 to 54 years,,,,,,61,37.25
2018,Physical abuse,Northwest Territories,Female gender,45 to 54 years,,,,,,61,39.23
2018,Sexual abuse,Northwest Territories,"Total, gender","Total, age",,,,,,61,12.57
2018,Sexual abuse,Northwest Territories,Male gender,"Total, age",,,,,,61,7.03
2018,Sexual abuse,Northwest Territories,Female gender,"Total, age",,,,,,61,18.16
2018,Sexual abuse,Northwest Territories,"Total, gender",25 to 34 years,,,,,,61,10.79
2018,Sexual abuse,Northwest Territories,Female gender,25 to 34 years,,,,,,61,14.2
2018,Sexual abuse,Northwest Territories,"Total, gender",35 to 44 years,,,,,,61,12.21
2018,Sexual abuse,Northwest Territories,Female gender,35 to 44 years,,,,,,61,21.27
2018,Sexual abuse,Northwest Territories,"Total, gender",45 to 54 years,,,,,,61,21.57
2018,Sexual abuse,Northwest Territories,Male gender,45 to 54 years,,,,,,61,11.48
2018,Sexual abuse,Northwest Territories,Female gender,45 to 54 years,,,,,,61,32.08
2018,Physical or sexual abuse,Nunavut,"Total, gender","Total, age",,,,,,62,26.1
2018,Physical or sexual abuse,Nunavut,Male gender,"Total, age",,,,,,62,20.12
2018,Physical or sexual abuse,Nunavut,Female gender,"Total, age",,,,,,62,32.64
2018,Physical or sexual abuse,Nunavut,"Total, gender",15 to 24 years,,,,,,62,18.74
2018,Physical or sexual abuse,Nunavut,Female gender,15 to 24 years,,,,,,62,30.53
2018,Physical or sexual abuse,Nunavut,"Total, gender",25 to 34 years,,,,,,62,30.9
2018,Physical or sexual abuse,Nunavut,Male gender,25 to 34 years,,,,,,62,28.3
2018,Physical or sexual abuse,Nunavut,Female gender,25 to 34 years,,,,,,62,33.59
2018,Physical or sexual abuse,Nunavut,"Total, gender",35 to 44 years,,,,,,62,27.32
2018,Physical or sexual abuse,Nunavut,Male gender,35 to 44 years,,,,,,62,22.29
2018,Physical or sexual abuse,Nunavut,Female gender,35 to 44 years,,,,,,62,33.29
2018,Physical or sexual abuse,Nunavut,"Total, gender",45 to 54 years,,,,,,62,28.14
2018,Physical or sexual abuse,Nunavut,Male gender,45 to 54 years,,,,,,62,21.82
2018,Physical or sexual abuse,Nunavut,Female gender,45 to 54 years,,,,,,62,35.41
2018,Physical abuse,Nunavut,"Total, gender","Total, age",,,,,,62,19.2
2018,Physical abuse,Nunavut,Male gender,"Total, age",,,,,,62,18.87
2018,Physical abuse,Nunavut,Female gender,"Total, age",,,,,,62,19.56
2018,Physical abuse,Nunavut,"Total, gender",15 to 24 years,,,,,,62,15.15
2018,Physical abuse,Nunavut,Female gender,15 to 24 years,,,,,,62,23.2
2018,Physical abuse,Nunavut,"Total, gender",25 to 34 years,,,,,,62,22.89
2018,Physical abuse,Nunavut,Male gender,25 to 34 years,,,,,,62,27.13
2018,Physical abuse,Nunavut,Female gender,25 to 34 years,,,,,,62,18.5
2018,Physical abuse,Nunavut,"Total, gender",35 to 44 years,,,,,,62,17.81
2018,Physical abuse,Nunavut,Male gender,35 to 44 years,,,,,,62,19.96
2018,Physical abuse,Nunavut,Female gender,35 to 44 years,,,,,,62,15.26
2018,Physical abuse,Nunavut,"Total, gender",45 to 54 years,,,,,,62,18.48
2018,Physical abuse,Nunavut,Male gender,45 to 54 years,,,,,,62,20.5
2018,Physical abuse,Nunavut,Female gender,45 to 54 years,,,,,,62,16.14
2018,Sexual abuse,Nunavut,"Total, gender","Total, age",,,,,,62,12.38
2018,Sexual abuse,Nunavut,Male gender,"Total, age",,,,,,62,5.13
2018,Sexual abuse,Nunavut,Female gender,"Total, age",,,,,,62,20.3
2018,Sexual abuse,Nunavut,"Total, gender",25 to 34 years,,,,,,62,13.24
2018,Sexual abuse,Nunavut,Female gender,25 to 34 years,,,,,,62,19.94
2018,Sexual abuse,Nunavut,"Total, gender",35 to 44 years,,,,,,62,14.23
2018,Sexual abuse,Nunavut,Female gender,35 to 44 years,,,,,,62,22.68
2018,Sexual abuse,Nunavut,"Total, gender",45 to 54 years,,,,,,62,18.26
2018,Sexual abuse,Nunavut,Female gender,45 to 54 years,,,,,,62,30.02
2018,Physical or sexual abuse,Canada,Male gender,,"Total, immigrant status",,,,,,26.13
2018,Physical or sexual abuse,Canada,Female gender,,"Total, immigrant status",,,,,,27.87
2018,Physical or sexual abuse,Canada,Male gender,,Immigrants,,,,,,26.5
2018,Physical or sexual abuse,Canada,Female gender,,Immigrants,,,,,,24.74
2018,Physical or sexual abuse,Canada,Male gender,,"Not stated, immigrant status",,,,,,13.63
2018,Physical or sexual abuse,Canada,Female gender,,"Not stated, immigrant status",,,,,,14.43
2018,Physical abuse,Canada,"Total, gender",,"Total, immigrant status",,,,,,23.54
2018,Physical abuse,Canada,Male gender,,"Total, immigrant status",,,,,,24.8
2018,Physical abuse,Canada,Female gender,,"Total, immigrant status",,,,,,22.26
2018,Physical abuse,Canada,"Total, gender",,Immigrants,,,,,,23.97
2018,Physical abuse,Canada,Male gender,,Immigrants,,,,,,25.77
2018,Physical abuse,Canada,Female gender,,Immigrants,,,,,,21.64
2018,Physical abuse,Canada,"Total, gender",,"Not stated, immigrant status",,,,,,12.99
2018,Physical abuse,Canada,Male gender,,"Not stated, immigrant status",,,,,,13.63
2018,Physical abuse,Canada,Female gender,,"Not stated, immigrant status",,,,,,12.71
2018,Sexual abuse,Canada,"Total, gender",,"Total, immigrant status",,,,,,7.77
2018,Sexual abuse,Canada,Male gender,,"Total, immigrant status",,,,,,3.7
2018,Sexual abuse,Canada,Female gender,,"Total, immigrant status",,,,,,11.76
2018,Sexual abuse,Canada,"Total, gender",,Immigrants,,,,,,5.29
2018,Sexual abuse,Canada,Male gender,,Immigrants,,,,,,3.26
2018,Sexual abuse,Canada,Female gender,,Immigrants,,,,,,7.64
2018,Sexual abuse,Canada,"Total, gender",,"Not stated, immigrant status",,,,,,5.75
2018,Sexual abuse,Canada,Female gender,,"Not stated, immigrant status",,,,,,10.33
2018,Physical or sexual abuse,Newfoundland and Labrador,"Total, gender",,"Total, immigrant status",,,,,10,18.92
2018,Physical or sexual abuse,Newfoundland and Labrador,Male gender,,"Total, immigrant status",,,,,10,18.91
2018,Physical or sexual abuse,Newfoundland and Labrador,Female gender,,"Total, immigrant status",,,,,10,18.97
2018,Physical or sexual abuse,Newfoundland and Labrador,"Total, gender",,Immigrants,,,,,10,30.86
2018,Physical abuse,Newfoundland and Labrador,"Total, gender",,"Total, immigrant status",,,,,10,15.92
2018,Physical abuse,Newfoundland and Labrador,Male gender,,"Total, immigrant status",,,,,10,18.32
2018,Physical abuse,Newfoundland and Labrador,Female gender,,"Total, immigrant status",,,,,10,13.69
2018,Physical abuse,Newfoundland and Labrador,"Total, gender",,Immigrants,,,,,10,25.62
2018,Sexual abuse,Newfoundland and Labrador,"Total, gender",,"Total, immigrant status",,,,,10,6.0
2018,Sexual abuse,Newfoundland and Labrador,Male gender,,"Total, immigrant status",,,,,10,2.63
2018,Sexual abuse,Newfoundland and Labrador,Female gender,,"Total, immigrant status",,,,,10,9.2
2018,Physical or sexual abuse,Prince Edward Island,"Total, gender",,"Total, immigrant status",,,,,11,24.18
2018,Physical or sexual abuse,Prince Edward Island,Male gender,,"Total, immigrant status",,,,,11,22.29
2018,Physical or sexual abuse,Prince Edward Island,Female gender,,"Total, immigrant status",,,,,11,26.05
2018,Physical or sexual abuse,Prince Edward Island,"Total, gender",,Immigrants,,,,,11,21.45
2018,Physical or sexual abuse,Prince Edward Island,Male gender,,Immigrants,,,,,11,25.13
