Year,Source,Geography,GeoCode,Value
1995,Buildings,Northwest Territories,61,0.677
1995,Agriculture,Northwest Territories,61,0.0
1995,Waste,Northwest Territories,61,0.046
1995,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.051
1995,Provincial Inventory Total,Nova Scotia,12,18.917
1995,Oil and Gas,Nova Scotia,12,0.68
1995,Transport,Nova Scotia,12,4.38
1995,Heavy Industry,Nova Scotia,12,1.156
1995,Buildings,Nova Scotia,12,2.435
1995,Agriculture,Nova Scotia,12,0.673
1995,Waste,Nova Scotia,12,0.829
1995,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.597
1995,Provincial Inventory Total,Ontario,35,178.767
1995,Oil and Gas,Ontario,35,11.696
1995,Transport,Ontario,35,43.281
1995,Heavy Industry,Ontario,35,44.331
1995,Buildings,Ontario,35,30.891
1995,Agriculture,Ontario,35,11.41
1995,Waste,Ontario,35,8.006
1995,"Light Manufacturing, Construction and Forest Resources",Ontario,35,11.555
1995,Provincial Inventory Total,Prince Edward Island,11,1.741
1995,Oil and Gas,Prince Edward Island,11,0.0
1995,Transport,Prince Edward Island,11,0.585
1995,Heavy Industry,Prince Edward Island,11,0.007
1995,Buildings,Prince Edward Island,11,0.504
1995,Agriculture,Prince Edward Island,11,0.39
1995,Waste,Prince Edward Island,11,0.084
1995,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.131
1995,Provincial Inventory Total,Quebec,24,81.441
1995,Oil and Gas,Quebec,24,3.779
1995,Transport,Quebec,24,26.308
1995,Heavy Industry,Quebec,24,23.006
1995,Buildings,Quebec,24,11.694
1995,Agriculture,Quebec,24,7.528
1995,Waste,Quebec,24,4.213
1995,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.538
1995,Provincial Inventory Total,Saskatchewan,47,70.469
1995,Oil and Gas,Saskatchewan,47,31.371
1995,Transport,Saskatchewan,47,5.655
1995,Heavy Industry,Saskatchewan,47,2.814
1995,Buildings,Saskatchewan,47,3.344
1995,Agriculture,Saskatchewan,47,11.049
1995,Waste,Saskatchewan,47,1.187
1995,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.671
1995,Territorial Inventory Total,Yukon,60,0.581
1995,Oil and Gas,Yukon,60,0.148
1995,Transport,Yukon,60,0.206
1995,Heavy Industry,Yukon,60,0.035
1995,Buildings,Yukon,60,0.086
1995,Agriculture,Yukon,60,0.011
1995,Waste,Yukon,60,0.023
1995,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.02
1996,Provincial Inventory Total,Alberta,48,213.369
1996,Oil and Gas,Alberta,48,90.826
1996,Transport,Alberta,48,16.817
1996,Heavy Industry,Alberta,48,15.269
1996,Buildings,Alberta,48,15.441
1996,Agriculture,Alberta,48,18.476
1996,Waste,Alberta,48,2.375
1996,"Light Manufacturing, Construction and Forest Resources",Alberta,48,5.489
1996,Provincial Inventory Total,British Columbia,59,61.055
1996,Oil and Gas,British Columbia,59,12.304
1996,Transport,British Columbia,59,18.177
1996,Heavy Industry,British Columbia,59,9.065
1996,Buildings,British Columbia,59,9.043
1996,Agriculture,British Columbia,59,2.735
1996,Waste,British Columbia,59,2.903
1996,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,4.182
1996,Oil and Gas,Canada,,157.442
1996,Transport,Canada,,129.168
1996,Heavy Industry,Canada,,102.895
1996,Buildings,Canada,,83.855
1996,Agriculture,Canada,,60.123
1996,Waste,Canada,,21.779
1996,"Light Manufacturing, Construction and Forest Resources",Canada,,28.105
1996,Provincial Inventory Total,Manitoba,46,20.143
1996,Oil and Gas,Manitoba,46,1.911
1996,Transport,Manitoba,46,5.251
1996,Heavy Industry,Manitoba,46,1.282
1996,Buildings,Manitoba,46,3.37
1996,Agriculture,Manitoba,46,6.29
1996,Waste,Manitoba,46,1.081
1996,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.651
1996,Provincial Inventory Total,New Brunswick,13,17.008
1996,Oil and Gas,New Brunswick,13,1.497
1996,Transport,New Brunswick,13,3.933
1996,Heavy Industry,New Brunswick,13,1.894
1996,Buildings,New Brunswick,13,1.329
1996,Agriculture,New Brunswick,13,0.578
1996,Waste,New Brunswick,13,0.893
1996,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.706
1996,Provincial Inventory Total,Newfoundland and Labrador,10,8.627
1996,Oil and Gas,Newfoundland and Labrador,10,1.135
1996,Transport,Newfoundland and Labrador,10,2.737
1996,Heavy Industry,Newfoundland and Labrador,10,1.638
1996,Buildings,Newfoundland and Labrador,10,0.915
1996,Agriculture,Newfoundland and Labrador,10,0.111
1996,Waste,Newfoundland and Labrador,10,0.667
1996,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.239
1996,Territorial Inventory Total,Northwest Territories,61,2.111
1996,Oil and Gas,Northwest Territories,61,0.22
1996,Transport,Northwest Territories,61,0.611
1996,Heavy Industry,Northwest Territories,61,0.501
1996,Buildings,Northwest Territories,61,0.604
1996,Waste,Northwest Territories,61,0.047
1996,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.011
1996,Provincial Inventory Total,Nova Scotia,12,18.864
1996,Oil and Gas,Nova Scotia,12,0.71
1996,Transport,Nova Scotia,12,4.36
1996,Heavy Industry,Nova Scotia,12,0.985
1996,Buildings,Nova Scotia,12,2.564
1996,Agriculture,Nova Scotia,12,0.677
1996,Waste,Nova Scotia,12,0.844
1996,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.545
1996,Provincial Inventory Total,Ontario,35,187.151
1996,Oil and Gas,Ontario,35,13.171
1996,Transport,Ontario,35,43.924
1996,Heavy Industry,Ontario,35,46.173
1996,Buildings,Ontario,35,34.048
1996,Agriculture,Ontario,35,11.436
1996,Waste,Ontario,35,7.508
1996,"Light Manufacturing, Construction and Forest Resources",Ontario,35,10.649
1996,Provincial Inventory Total,Prince Edward Island,11,1.809
1996,Oil and Gas,Prince Edward Island,11,0.0
1996,Transport,Prince Edward Island,11,0.603
1996,Heavy Industry,Prince Edward Island,11,0.007
1996,Buildings,Prince Edward Island,11,0.535
1996,Agriculture,Prince Edward Island,11,0.401
1996,Waste,Prince Edward Island,11,0.086
1996,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.151
1996,Provincial Inventory Total,Quebec,24,82.657
1996,Oil and Gas,Quebec,24,3.945
1996,Transport,Quebec,24,26.78
1996,Heavy Industry,Quebec,24,23.25
1996,Buildings,Quebec,24,12.062
1996,Agriculture,Quebec,24,7.683
1996,Waste,Quebec,24,4.126
1996,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.407
1996,Provincial Inventory Total,Saskatchewan,47,72.473
1996,Oil and Gas,Saskatchewan,47,31.614
1996,Transport,Saskatchewan,47,5.779
1996,Heavy Industry,Saskatchewan,47,2.805
1996,Buildings,Saskatchewan,47,3.873
1996,Agriculture,Saskatchewan,47,11.729
1996,Waste,Saskatchewan,47,1.225
1996,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,1.064
1996,Territorial Inventory Total,Yukon,60,0.547
1996,Oil and Gas,Yukon,60,0.108
1996,Transport,Yukon,60,0.197
1996,Heavy Industry,Yukon,60,0.026
1996,Buildings,Yukon,60,0.073
1996,Agriculture,Yukon,60,0.008
1996,Waste,Yukon,60,0.024
1996,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.012
1997,Provincial Inventory Total,Alberta,48,218.376
1997,Oil and Gas,Alberta,48,91.607
1997,Transport,Alberta,48,17.86
1997,Heavy Industry,Alberta,48,16.455
1997,Buildings,Alberta,48,14.886
1997,Agriculture,Alberta,48,18.734
1997,Waste,Alberta,48,2.428
1997,"Light Manufacturing, Construction and Forest Resources",Alberta,48,5.641
1997,Provincial Inventory Total,British Columbia,59,60.116
1997,Oil and Gas,British Columbia,59,10.91
1997,Transport,British Columbia,59,18.844
1997,Heavy Industry,British Columbia,59,9.235
1997,Buildings,British Columbia,59,8.536
1997,Agriculture,British Columbia,59,2.826
1997,Waste,British Columbia,59,2.791
1997,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.883
1997,Oil and Gas,Canada,,158.67
1997,Transport,Canada,,133.437
1997,Heavy Industry,Canada,,102.772
1997,Buildings,Canada,,81.39
1997,Agriculture,Canada,,60.928
1997,Waste,Canada,,21.743
1997,"Light Manufacturing, Construction and Forest Resources",Canada,,28.818
1997,Provincial Inventory Total,Manitoba,46,19.992
1997,Oil and Gas,Manitoba,46,1.798
1997,Transport,Manitoba,46,5.311
1997,Heavy Industry,Manitoba,46,1.188
1997,Buildings,Manitoba,46,3.179
1997,Agriculture,Manitoba,46,6.425
1997,Waste,Manitoba,46,1.112
1997,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.703
1997,Provincial Inventory Total,New Brunswick,13,19.546
1997,Oil and Gas,New Brunswick,13,1.539
1997,Transport,New Brunswick,13,3.939
1997,Heavy Industry,New Brunswick,13,1.739
1997,Buildings,New Brunswick,13,1.468
1997,Agriculture,New Brunswick,13,0.601
1997,Waste,New Brunswick,13,0.894
1997,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.751
1997,Provincial Inventory Total,Newfoundland and Labrador,10,9.163
1997,Oil and Gas,Newfoundland and Labrador,10,1.301
1997,Transport,Newfoundland and Labrador,10,2.715
1997,Heavy Industry,Newfoundland and Labrador,10,1.845
1997,Buildings,Newfoundland and Labrador,10,0.998
1997,Agriculture,Newfoundland and Labrador,10,0.127
1997,Waste,Newfoundland and Labrador,10,0.659
1997,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.275
1997,Territorial Inventory Total,Northwest Territories,61,1.927
1997,Oil and Gas,Northwest Territories,61,0.151
1997,Transport,Northwest Territories,61,0.606
1997,Heavy Industry,Northwest Territories,61,0.426
1997,Buildings,Northwest Territories,61,0.555
1997,Agriculture,Northwest Territories,61,0.0
1997,Waste,Northwest Territories,61,0.048
1997,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.012
1997,Provincial Inventory Total,Nova Scotia,12,19.673
1997,Oil and Gas,Nova Scotia,12,0.634
1997,Transport,Nova Scotia,12,4.395
1997,Heavy Industry,Nova Scotia,12,0.87
1997,Buildings,Nova Scotia,12,2.816
1997,Agriculture,Nova Scotia,12,0.731
1997,Waste,Nova Scotia,12,0.842
1997,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.624
1997,Provincial Inventory Total,Ontario,35,192.245
1997,Oil and Gas,Ontario,35,12.989
1997,Transport,Ontario,35,46.076
1997,Heavy Industry,Ontario,35,45.055
1997,Buildings,Ontario,35,33.296
1997,Agriculture,Ontario,35,11.341
1997,Waste,Ontario,35,7.241
1997,"Light Manufacturing, Construction and Forest Resources",Ontario,35,11.016
1997,Provincial Inventory Total,Prince Edward Island,11,1.876
1997,Oil and Gas,Prince Edward Island,11,0.0
1997,Transport,Prince Edward Island,11,0.621
1997,Heavy Industry,Prince Edward Island,11,0.007
1997,Buildings,Prince Edward Island,11,0.551
1997,Agriculture,Prince Edward Island,11,0.404
1997,Waste,Prince Edward Island,11,0.088
1997,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.172
1997,Provincial Inventory Total,Quebec,24,82.993
1997,Oil and Gas,Quebec,24,3.623
1997,Transport,Quebec,24,27.12
1997,Heavy Industry,Quebec,24,23.195
1997,Buildings,Quebec,24,11.725
1997,Agriculture,Quebec,24,7.817
1997,Waste,Quebec,24,4.357
1997,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.712
1997,Provincial Inventory Total,Saskatchewan,47,75.028
1997,Oil and Gas,Saskatchewan,47,33.986
1997,Transport,Saskatchewan,47,5.749
1997,Heavy Industry,Saskatchewan,47,2.74
1997,Buildings,Saskatchewan,47,3.316
1997,Agriculture,Saskatchewan,47,11.914
1997,Waste,Saskatchewan,47,1.258
1997,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,1.013
1997,Territorial Inventory Total,Yukon,60,0.547
1997,Oil and Gas,Yukon,60,0.132
1997,Transport,Yukon,60,0.202
1997,Heavy Industry,Yukon,60,0.018
1997,Buildings,Yukon,60,0.065
1997,Agriculture,Yukon,60,0.008
1997,Waste,Yukon,60,0.025
1997,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.016
1998,Provincial Inventory Total,Alberta,48,219.625
1998,Oil and Gas,Alberta,48,93.238
1998,Transport,Alberta,48,18.817
1998,Heavy Industry,Alberta,48,16.688
1998,Buildings,Alberta,48,14.118
1998,Agriculture,Alberta,48,19.148
1998,Waste,Alberta,48,2.586
1998,"Light Manufacturing, Construction and Forest Resources",Alberta,48,4.047
1998,Provincial Inventory Total,British Columbia,59,61.267
1998,Oil and Gas,British Columbia,59,12.131
1998,Transport,British Columbia,59,19.067
1998,Heavy Industry,British Columbia,59,9.04
1998,Buildings,British Columbia,59,7.984
1998,Agriculture,British Columbia,59,2.745
1998,Waste,British Columbia,59,2.875
1998,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.795
1998,Oil and Gas,Canada,,162.946
1998,Transport,Canada,,136.493
1998,Heavy Industry,Canada,,99.157
1998,Buildings,Canada,,73.141
1998,Agriculture,Canada,,60.954
1998,Waste,Canada,,22.703
1998,"Light Manufacturing, Construction and Forest Resources",Canada,,26.522
1998,Provincial Inventory Total,Manitoba,46,20.449
1998,Oil and Gas,Manitoba,46,1.506
1998,Transport,Manitoba,46,5.263
1998,Heavy Industry,Manitoba,46,1.418
1998,Buildings,Manitoba,46,2.868
1998,Agriculture,Manitoba,46,6.53
1998,Waste,Manitoba,46,1.142
1998,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.708
1998,Provincial Inventory Total,New Brunswick,13,20.321
1998,Oil and Gas,New Brunswick,13,1.331
1998,Transport,New Brunswick,13,4.015
1998,Heavy Industry,New Brunswick,13,1.624
1998,Buildings,New Brunswick,13,1.249
1998,Agriculture,New Brunswick,13,0.617
1998,Waste,New Brunswick,13,0.894
1998,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.736
1998,Provincial Inventory Total,Newfoundland and Labrador,10,10.731
1998,Oil and Gas,Newfoundland and Labrador,10,3.408
1998,Transport,Newfoundland and Labrador,10,2.765
1998,Heavy Industry,Newfoundland and Labrador,10,1.624
1998,Buildings,Newfoundland and Labrador,10,0.848
1998,Agriculture,Newfoundland and Labrador,10,0.136
1998,Waste,Newfoundland and Labrador,10,0.653
1998,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.248
1998,Territorial Inventory Total,Northwest Territories,61,1.747
1998,Oil and Gas,Northwest Territories,61,0.144
1998,Transport,Northwest Territories,61,0.575
1998,Heavy Industry,Northwest Territories,61,0.494
1998,Buildings,Northwest Territories,61,0.301
1998,Agriculture,Northwest Territories,61,0.0
1998,Waste,Northwest Territories,61,0.049
1998,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.01
1998,Provincial Inventory Total,Nova Scotia,12,19.806
1998,Oil and Gas,Nova Scotia,12,0.612
1998,Transport,Nova Scotia,12,4.526
1998,Heavy Industry,Nova Scotia,12,1.028
1998,Buildings,Nova Scotia,12,2.511
1998,Agriculture,Nova Scotia,12,0.69
1998,Waste,Nova Scotia,12,0.846
1998,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.629
1998,Provincial Inventory Total,Ontario,35,193.245
1998,Oil and Gas,Ontario,35,13.217
1998,Transport,Ontario,35,47.039
1998,Heavy Industry,Ontario,35,41.141
1998,Buildings,Ontario,35,28.909
1998,Agriculture,Ontario,35,11.278
1998,Waste,Ontario,35,7.203
1998,"Light Manufacturing, Construction and Forest Resources",Ontario,35,10.882
1998,Provincial Inventory Total,Prince Edward Island,11,1.849
1998,Oil and Gas,Prince Edward Island,11,0.0
1998,Transport,Prince Edward Island,11,0.656
1998,Heavy Industry,Prince Edward Island,11,0.007
1998,Buildings,Prince Edward Island,11,0.518
1998,Agriculture,Prince Edward Island,11,0.414
1998,Waste,Prince Edward Island,11,0.089
1998,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.157
1998,Provincial Inventory Total,Quebec,24,84.344
1998,Oil and Gas,Quebec,24,3.687
1998,Transport,Quebec,24,27.878
1998,Heavy Industry,Quebec,24,23.387
1998,Buildings,Quebec,24,10.557
1998,Agriculture,Quebec,24,7.861
1998,Waste,Quebec,24,5.054
1998,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.309
1998,Provincial Inventory Total,Saskatchewan,47,74.142
1998,Oil and Gas,Saskatchewan,47,33.537
1998,Transport,Saskatchewan,47,5.69
1998,Heavy Industry,Saskatchewan,47,2.689
1998,Buildings,Saskatchewan,47,3.211
1998,Agriculture,Saskatchewan,47,11.527
1998,Waste,Saskatchewan,47,1.287
1998,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.988
1998,Territorial Inventory Total,Yukon,60,0.499
1998,Oil and Gas,Yukon,60,0.134
1998,Transport,Yukon,60,0.202
1998,Heavy Industry,Yukon,60,0.017
1998,Buildings,Yukon,60,0.067
1998,Agriculture,Yukon,60,0.009
1998,Waste,Yukon,60,0.025
1998,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.013
1999,Provincial Inventory Total,Alberta,48,225.699
1999,Oil and Gas,Alberta,48,100.223
1999,Transport,Alberta,48,19.216
1999,Heavy Industry,Alberta,48,16.817
1999,Buildings,Alberta,48,13.758
1999,Agriculture,Alberta,48,19.534
1999,Waste,Alberta,48,2.672
1999,"Light Manufacturing, Construction and Forest Resources",Alberta,48,4.617
1999,Provincial Inventory Total,British Columbia,59,62.611
1999,Oil and Gas,British Columbia,59,12.944
1999,Transport,British Columbia,59,19.219
1999,Heavy Industry,British Columbia,59,9.374
1999,Buildings,British Columbia,59,8.417
1999,Agriculture,British Columbia,59,2.882
1999,Waste,British Columbia,59,2.88
1999,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.933
1999,Oil and Gas,Canada,,169.776
1999,Transport,Canada,,140.501
1999,Heavy Industry,Canada,,96.984
1999,Buildings,Canada,,77.019
1999,Agriculture,Canada,,61.215
1999,Waste,Canada,,22.909
1999,"Light Manufacturing, Construction and Forest Resources",Canada,,27.19
1999,Provincial Inventory Total,Manitoba,46,20.221
1999,Oil and Gas,Manitoba,46,1.555
1999,Transport,Manitoba,46,5.375
1999,Heavy Industry,Manitoba,46,1.466
1999,Buildings,Manitoba,46,2.882
1999,Agriculture,Manitoba,46,6.371
1999,Waste,Manitoba,46,1.172
1999,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.791
1999,Provincial Inventory Total,New Brunswick,13,19.358
1999,Oil and Gas,New Brunswick,13,1.443
1999,Transport,New Brunswick,13,4.197
1999,Heavy Industry,New Brunswick,13,1.674
1999,Buildings,New Brunswick,13,1.209
1999,Agriculture,New Brunswick,13,0.626
1999,Waste,New Brunswick,13,0.892
1999,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.778
1999,Provincial Inventory Total,Newfoundland and Labrador,10,9.597
1999,Oil and Gas,Newfoundland and Labrador,10,2.692
1999,Transport,Newfoundland and Labrador,10,2.851
1999,Heavy Industry,Newfoundland and Labrador,10,1.404
1999,Buildings,Newfoundland and Labrador,10,0.823
1999,Agriculture,Newfoundland and Labrador,10,0.123
1999,Waste,Newfoundland and Labrador,10,0.647
1999,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.229
1999,Territorial Inventory Total,Northwest Territories,61,1.252
1999,Oil and Gas,Northwest Territories,61,0.158
1999,Transport,Northwest Territories,61,0.3
1999,Heavy Industry,Northwest Territories,61,0.384
1999,Buildings,Northwest Territories,61,0.282
1999,Agriculture,Northwest Territories,61,0.0
1999,Waste,Northwest Territories,61,0.03
1999,"Light Manufacturing, Construction and Forest Resources",Northwest Territories,61,0.011
1999,Provincial Inventory Total,Nova Scotia,12,20.442
1999,Oil and Gas,Nova Scotia,12,0.609
1999,Transport,Nova Scotia,12,4.79
1999,Heavy Industry,Nova Scotia,12,1.067
1999,Buildings,Nova Scotia,12,2.678
1999,Agriculture,Nova Scotia,12,0.673
1999,Waste,Nova Scotia,12,0.838
1999,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.598
1999,Territorial Inventory Total,Nunavut,62,0.415
1999,Transport,Nunavut,62,0.276
1999,Heavy Industry,Nunavut,62,0.087
1999,Buildings,Nunavut,62,0.002
1999,Waste,Nunavut,62,0.02
1999,"Light Manufacturing, Construction and Forest Resources",Nunavut,62,0.013
1999,Provincial Inventory Total,Ontario,35,198.555
1999,Oil and Gas,Ontario,35,12.972
1999,Transport,Ontario,35,49.272
1999,Heavy Industry,Ontario,35,39.952
1999,Buildings,Ontario,35,31.722
1999,Agriculture,Ontario,35,11.208
1999,Waste,Ontario,35,7.258
1999,"Light Manufacturing, Construction and Forest Resources",Ontario,35,10.656
1999,Provincial Inventory Total,Prince Edward Island,11,1.842
1999,Oil and Gas,Prince Edward Island,11,0.0
1999,Transport,Prince Edward Island,11,0.692
1999,Heavy Industry,Prince Edward Island,11,0.009
1999,Buildings,Prince Edward Island,11,0.503
1999,Agriculture,Prince Edward Island,11,0.408
