Year,Genre,Groupe d'âge,Géographie,GeoCode,Progress,Value
2015,Hommes+,55 ans et plus,Québec,24,8.1,8.1
2015,Hommes+,15 à 64 ans,Québec,24,8.6,8.6
2015,Hommes+,15 à 19 ans,Québec,24,19.9,19.9
2015,Hommes+,20 à 24 ans,Québec,24,11.5,11.5
2015,Hommes+,25 à 29 ans,Québec,24,8.7,8.7
2015,Hommes+,30 à 34 ans,Québec,24,7.4,7.4
2015,Hommes+,35 à 39 ans,Québec,24,6.8,6.8
2015,Hommes+,40 à 44 ans,Québec,24,7.4,7.4
2015,Hommes+,45 à 49 ans,Québec,24,6.3,6.3
2015,Hommes+,50 à 54 ans,Québec,24,7.3,7.3
2015,Hommes+,55 à 59 ans,Québec,24,7.8,7.8
2015,Hommes+,60 à 64 ans,Québec,24,9.4,9.4
2015,Hommes+,65 ans et plus,Québec,24,6.7,6.7
2015,Hommes+,65 à 69 ans,Québec,24,7.7,7.7
2015,Hommes+,70 ans et plus,Québec,24,,
2015,Femmes+,15 ans et plus,Québec,24,6.8,6.8
2015,Femmes+,15 à 24 ans,Québec,24,9.9,9.9
2015,Femmes+,25 ans et plus,Québec,24,6.2,6.2
2015,Femmes+,25 à 44 ans,Québec,24,6.8,6.8
2015,Femmes+,45 à 64 ans,Québec,24,5.7,5.7
2015,Femmes+,45 ans et plus,Québec,24,5.7,5.7
2015,Femmes+,25 à 54 ans,Québec,24,6.1,6.1
2015,Femmes+,55 ans et plus,Québec,24,6.8,6.8
2015,Femmes+,15 à 64 ans,Québec,24,6.8,6.8
2015,Femmes+,15 à 19 ans,Québec,24,15.3,15.3
2015,Femmes+,20 à 24 ans,Québec,24,6.7,6.7
2015,Femmes+,25 à 29 ans,Québec,24,8.5,8.5
2015,Femmes+,30 à 34 ans,Québec,24,6.5,6.5
2015,Femmes+,35 à 39 ans,Québec,24,6.0,6.0
2015,Femmes+,40 à 44 ans,Québec,24,6.5,6.5
2015,Femmes+,45 à 49 ans,Québec,24,4.9,4.9
2015,Femmes+,50 à 54 ans,Québec,24,4.8,4.8
2015,Femmes+,55 à 59 ans,Québec,24,7.4,7.4
2015,Femmes+,60 à 64 ans,Québec,24,6.1,6.1
2015,Femmes+,65 ans et plus,Québec,24,6.0,6.0
2015,Femmes+,65 à 69 ans,Québec,24,6.5,6.5
2015,Femmes+,70 ans et plus,Québec,24,,
2015,Total - Genre,15 ans et plus,Ontario,35,6.8,6.8
2015,Total - Genre,15 à 24 ans,Ontario,35,14.4,14.4
2015,Total - Genre,25 ans et plus,Ontario,35,5.5,5.5
2015,Total - Genre,25 à 44 ans,Ontario,35,6.1,6.1
2015,Total - Genre,45 à 64 ans,Ontario,35,5.1,5.1
2015,Total - Genre,45 ans et plus,Ontario,35,4.9,4.9
2015,Total - Genre,25 à 54 ans,Ontario,35,5.6,5.6
2015,Total - Genre,55 ans et plus,Ontario,35,5.0,5.0
2015,Total - Genre,15 à 64 ans,Ontario,35,7.0,7.0
2015,Total - Genre,15 à 19 ans,Ontario,35,19.6,19.6
2015,Total - Genre,20 à 24 ans,Ontario,35,11.5,11.5
2015,Total - Genre,25 à 29 ans,Ontario,35,7.9,7.9
2015,Total - Genre,30 à 34 ans,Ontario,35,5.9,5.9
2015,Total - Genre,35 à 39 ans,Ontario,35,5.6,5.6
2015,Total - Genre,40 à 44 ans,Ontario,35,5.0,5.0
2015,Total - Genre,45 à 49 ans,Ontario,35,4.5,4.5
2015,Total - Genre,50 à 54 ans,Ontario,35,5.1,5.1
2015,Total - Genre,55 à 59 ans,Ontario,35,5.2,5.2
2015,Total - Genre,60 à 64 ans,Ontario,35,5.6,5.6
2015,Total - Genre,65 ans et plus,Ontario,35,3.7,3.7
2015,Total - Genre,65 à 69 ans,Ontario,35,4.7,4.7
2015,Total - Genre,70 ans et plus,Ontario,35,-1.0,1.7
2015,Hommes+,15 ans et plus,Ontario,35,7.1,7.1
2015,Hommes+,15 à 24 ans,Ontario,35,16.1,16.1
2015,Hommes+,25 ans et plus,Ontario,35,5.6,5.6
2015,Hommes+,25 à 44 ans,Ontario,35,6.3,6.3
2015,Hommes+,45 à 64 ans,Ontario,35,5.1,5.1
2015,Hommes+,45 ans et plus,Ontario,35,4.9,4.9
2015,Hommes+,25 à 54 ans,Ontario,35,5.8,5.8
2015,Hommes+,55 ans et plus,Ontario,35,4.9,4.9
2015,Hommes+,15 à 64 ans,Ontario,35,7.3,7.3
2015,Hommes+,15 à 19 ans,Ontario,35,21.0,21.0
2015,Hommes+,20 à 24 ans,Ontario,35,13.5,13.5
2015,Hommes+,25 à 29 ans,Ontario,35,9.1,9.1
2015,Hommes+,30 à 34 ans,Ontario,35,5.9,5.9
2015,Hommes+,35 à 39 ans,Ontario,35,5.5,5.5
2015,Hommes+,40 à 44 ans,Ontario,35,4.7,4.7
2015,Hommes+,45 à 49 ans,Ontario,35,4.5,4.5
2015,Hommes+,50 à 54 ans,Ontario,35,5.2,5.2
2015,Hommes+,55 à 59 ans,Ontario,35,5.1,5.1
2015,Hommes+,60 à 64 ans,Ontario,35,5.6,5.6
2015,Hommes+,65 ans et plus,Ontario,35,3.7,3.7
2015,Hommes+,65 à 69 ans,Ontario,35,5.3,5.3
2015,Hommes+,70 ans et plus,Ontario,35,,
2015,Femmes+,15 ans et plus,Ontario,35,6.5,6.5
2015,Femmes+,15 à 24 ans,Ontario,35,12.6,12.6
2015,Femmes+,25 ans et plus,Ontario,35,5.4,5.4
2015,Femmes+,25 à 44 ans,Ontario,35,5.8,5.8
2015,Femmes+,45 à 64 ans,Ontario,35,5.1,5.1
2015,Femmes+,45 ans et plus,Ontario,35,4.9,4.9
2015,Femmes+,25 à 54 ans,Ontario,35,5.5,5.5
2015,Femmes+,55 ans et plus,Ontario,35,5.2,5.2
2015,Femmes+,15 à 64 ans,Ontario,35,6.6,6.6
2015,Femmes+,15 à 19 ans,Ontario,35,18.2,18.2
2015,Femmes+,20 à 24 ans,Ontario,35,9.3,9.3
2015,Femmes+,25 à 29 ans,Ontario,35,6.6,6.6
2015,Femmes+,30 à 34 ans,Ontario,35,5.9,5.9
2015,Femmes+,35 à 39 ans,Ontario,35,5.7,5.7
2015,Femmes+,40 à 44 ans,Ontario,35,5.2,5.2
2015,Femmes+,45 à 49 ans,Ontario,35,4.5,4.5
2015,Femmes+,50 à 54 ans,Ontario,35,5.0,5.0
2015,Femmes+,55 à 59 ans,Ontario,35,5.4,5.4
2015,Femmes+,60 à 64 ans,Ontario,35,5.6,5.6
2015,Femmes+,65 ans et plus,Ontario,35,3.6,3.6
2015,Femmes+,65 à 69 ans,Ontario,35,3.8,3.8
2015,Femmes+,70 ans et plus,Ontario,35,,
2015,Total - Genre,15 ans et plus,Manitoba,46,5.7,5.7
2015,Total - Genre,15 à 24 ans,Manitoba,46,11.3,11.3
2015,Total - Genre,25 ans et plus,Manitoba,46,4.6,4.6
2015,Total - Genre,25 à 44 ans,Manitoba,46,4.9,4.9
2015,Total - Genre,45 à 64 ans,Manitoba,46,4.5,4.5
2015,Total - Genre,45 ans et plus,Manitoba,46,4.3,4.3
2015,Total - Genre,25 à 54 ans,Manitoba,46,4.8,4.8
2015,Total - Genre,55 ans et plus,Manitoba,46,3.9,3.9
2015,Total - Genre,15 à 64 ans,Manitoba,46,5.8,5.8
2015,Total - Genre,15 à 19 ans,Manitoba,46,16.6,16.6
2015,Total - Genre,20 à 24 ans,Manitoba,46,8.1,8.1
2015,Total - Genre,25 à 29 ans,Manitoba,46,5.8,5.8
2015,Total - Genre,30 à 34 ans,Manitoba,46,5.4,5.4
2015,Total - Genre,35 à 39 ans,Manitoba,46,4.6,4.6
2015,Total - Genre,40 à 44 ans,Manitoba,46,3.7,3.7
2015,Total - Genre,45 à 49 ans,Manitoba,46,4.4,4.4
2015,Total - Genre,50 à 54 ans,Manitoba,46,5.0,5.0
2015,Total - Genre,55 à 59 ans,Manitoba,46,4.0,4.0
2015,Total - Genre,60 à 64 ans,Manitoba,46,4.3,4.3
2015,Total - Genre,65 ans et plus,Manitoba,46,3.1,3.1
2015,Total - Genre,65 à 69 ans,Manitoba,46,3.3,3.3
2015,Total - Genre,70 ans et plus,Manitoba,46,,
2015,Hommes+,15 ans et plus,Manitoba,46,5.6,5.6
2015,Hommes+,15 à 24 ans,Manitoba,46,11.6,11.6
2015,Hommes+,25 ans et plus,Manitoba,46,4.4,4.4
2015,Hommes+,25 à 44 ans,Manitoba,46,4.9,4.9
2015,Hommes+,45 à 64 ans,Manitoba,46,4.3,4.3
2015,Hommes+,45 ans et plus,Manitoba,46,4.1,4.1
2015,Hommes+,25 à 54 ans,Manitoba,46,4.6,4.6
2015,Hommes+,55 ans et plus,Manitoba,46,4.0,4.0
2015,Hommes+,15 à 64 ans,Manitoba,46,5.8,5.8
2015,Hommes+,15 à 19 ans,Manitoba,46,15.3,15.3
2015,Hommes+,20 à 24 ans,Manitoba,46,9.5,9.5
2015,Hommes+,25 à 29 ans,Manitoba,46,5.9,5.9
2015,Hommes+,30 à 34 ans,Manitoba,46,5.4,5.4
2015,Hommes+,35 à 39 ans,Manitoba,46,4.6,4.6
2015,Hommes+,40 à 44 ans,Manitoba,46,3.2,3.2
2015,Hommes+,45 à 49 ans,Manitoba,46,3.8,3.8
2015,Hommes+,50 à 54 ans,Manitoba,46,4.4,4.4
2015,Hommes+,55 à 59 ans,Manitoba,46,4.0,4.0
2015,Hommes+,60 à 64 ans,Manitoba,46,5.1,5.1
2015,Hommes+,65 ans et plus,Manitoba,46,,
2015,Hommes+,65 à 69 ans,Manitoba,46,,
2015,Hommes+,70 ans et plus,Manitoba,46,,
2015,Femmes+,15 ans et plus,Manitoba,46,5.8,5.8
2015,Femmes+,15 à 24 ans,Manitoba,46,10.8,10.8
2015,Femmes+,25 ans et plus,Manitoba,46,4.8,4.8
2015,Femmes+,25 à 44 ans,Manitoba,46,4.9,4.9
2015,Femmes+,45 à 64 ans,Manitoba,46,4.7,4.7
2015,Femmes+,45 ans et plus,Manitoba,46,4.6,4.6
2015,Femmes+,25 à 54 ans,Manitoba,46,5.1,5.1
2015,Femmes+,55 ans et plus,Manitoba,46,3.7,3.7
2015,Femmes+,15 à 64 ans,Manitoba,46,5.9,5.9
2015,Femmes+,15 à 19 ans,Manitoba,46,17.4,17.4
2015,Femmes+,20 à 24 ans,Manitoba,46,6.5,6.5
2015,Femmes+,25 à 29 ans,Manitoba,46,5.7,5.7
2015,Femmes+,30 à 34 ans,Manitoba,46,5.1,5.1
2015,Femmes+,35 à 39 ans,Manitoba,46,4.5,4.5
2015,Femmes+,40 à 44 ans,Manitoba,46,4.0,4.0
2015,Femmes+,45 à 49 ans,Manitoba,46,5.0,5.0
2015,Femmes+,50 à 54 ans,Manitoba,46,5.6,5.6
2015,Femmes+,55 à 59 ans,Manitoba,46,3.9,3.9
2015,Femmes+,60 à 64 ans,Manitoba,46,3.2,3.2
2015,Femmes+,65 ans et plus,Manitoba,46,,
2015,Femmes+,65 à 69 ans,Manitoba,46,,
2015,Femmes+,70 ans et plus,Manitoba,46,,
2015,Total - Genre,15 ans et plus,Saskatchewan,47,5.2,5.2
2015,Total - Genre,15 à 24 ans,Saskatchewan,47,9.9,9.9
2015,Total - Genre,25 ans et plus,Saskatchewan,47,4.3,4.3
2015,Total - Genre,25 à 44 ans,Saskatchewan,47,5.0,5.0
2015,Total - Genre,45 à 64 ans,Saskatchewan,47,3.8,3.8
2015,Total - Genre,45 ans et plus,Saskatchewan,47,3.7,3.7
2015,Total - Genre,25 à 54 ans,Saskatchewan,47,4.6,4.6
2015,Total - Genre,55 ans et plus,Saskatchewan,47,3.7,3.7
2015,Total - Genre,15 à 64 ans,Saskatchewan,47,5.3,5.3
2015,Total - Genre,15 à 19 ans,Saskatchewan,47,13.1,13.1
2015,Total - Genre,20 à 24 ans,Saskatchewan,47,7.8,7.8
2015,Total - Genre,25 à 29 ans,Saskatchewan,47,6.7,6.7
2015,Total - Genre,30 à 34 ans,Saskatchewan,47,4.8,4.8
2015,Total - Genre,35 à 39 ans,Saskatchewan,47,3.9,3.9
2015,Total - Genre,40 à 44 ans,Saskatchewan,47,4.4,4.4
2015,Total - Genre,45 à 49 ans,Saskatchewan,47,4.2,4.2
2015,Total - Genre,50 à 54 ans,Saskatchewan,47,3.2,3.2
2015,Total - Genre,55 à 59 ans,Saskatchewan,47,4.1,4.1
2015,Total - Genre,60 à 64 ans,Saskatchewan,47,3.9,3.9
2015,Total - Genre,65 ans et plus,Saskatchewan,47,-1.0,2.8
2015,Total - Genre,65 à 69 ans,Saskatchewan,47,3.4,3.4
2015,Total - Genre,70 ans et plus,Saskatchewan,47,,
2015,Hommes+,15 ans et plus,Saskatchewan,47,5.6,5.6
2015,Hommes+,15 à 24 ans,Saskatchewan,47,9.7,9.7
2015,Hommes+,25 ans et plus,Saskatchewan,47,4.9,4.9
2015,Hommes+,25 à 44 ans,Saskatchewan,47,5.6,5.6
2015,Hommes+,45 à 64 ans,Saskatchewan,47,4.4,4.4
2015,Hommes+,45 ans et plus,Saskatchewan,47,4.2,4.2
2015,Hommes+,25 à 54 ans,Saskatchewan,47,5.1,5.1
2015,Hommes+,55 ans et plus,Saskatchewan,47,4.2,4.2
2015,Hommes+,15 à 64 ans,Saskatchewan,47,5.8,5.8
2015,Hommes+,15 à 19 ans,Saskatchewan,47,12.4,12.4
2015,Hommes+,20 à 24 ans,Saskatchewan,47,8.1,8.1
2015,Hommes+,25 à 29 ans,Saskatchewan,47,7.4,7.4
2015,Hommes+,30 à 34 ans,Saskatchewan,47,5.2,5.2
2015,Hommes+,35 à 39 ans,Saskatchewan,47,4.2,4.2
2015,Hommes+,40 à 44 ans,Saskatchewan,47,4.9,4.9
2015,Hommes+,45 à 49 ans,Saskatchewan,47,4.5,4.5
2015,Hommes+,50 à 54 ans,Saskatchewan,47,3.9,3.9
2015,Hommes+,55 à 59 ans,Saskatchewan,47,4.8,4.8
2015,Hommes+,60 à 64 ans,Saskatchewan,47,,
2015,Hommes+,65 ans et plus,Saskatchewan,47,,
2015,Hommes+,65 à 69 ans,Saskatchewan,47,,
2015,Hommes+,70 ans et plus,Saskatchewan,47,,
2015,Femmes+,15 ans et plus,Saskatchewan,47,4.7,4.7
2015,Femmes+,15 à 24 ans,Saskatchewan,47,10.0,10.0
2015,Femmes+,25 ans et plus,Saskatchewan,47,3.8,3.8
2015,Femmes+,25 à 44 ans,Saskatchewan,47,4.4,4.4
2015,Femmes+,45 à 64 ans,Saskatchewan,47,3.1,3.1
2015,Femmes+,45 ans et plus,Saskatchewan,47,3.0,3.0
2015,Femmes+,25 à 54 ans,Saskatchewan,47,4.0,4.0
2015,Femmes+,55 ans et plus,Saskatchewan,47,3.0,3.0
2015,Femmes+,15 à 64 ans,Saskatchewan,47,4.8,4.8
2015,Femmes+,15 à 19 ans,Saskatchewan,47,13.7,13.7
2015,Femmes+,20 à 24 ans,Saskatchewan,47,7.4,7.4
2015,Femmes+,25 à 29 ans,Saskatchewan,47,5.8,5.8
2015,Femmes+,30 à 34 ans,Saskatchewan,47,4.2,4.2
2015,Femmes+,35 à 39 ans,Saskatchewan,47,3.6,3.6
2015,Femmes+,40 à 44 ans,Saskatchewan,47,3.9,3.9
2015,Femmes+,45 à 49 ans,Saskatchewan,47,3.8,3.8
2015,Femmes+,50 à 54 ans,Saskatchewan,47,-1.0,2.5
2015,Femmes+,55 à 59 ans,Saskatchewan,47,3.4,3.4
2015,Femmes+,60 à 64 ans,Saskatchewan,47,,
2015,Femmes+,65 ans et plus,Saskatchewan,47,,
2015,Femmes+,65 à 69 ans,Saskatchewan,47,,
2015,Femmes+,70 ans et plus,Saskatchewan,47,,
2015,Total - Genre,15 ans et plus,Alberta,48,6.1,6.1
2015,Total - Genre,15 à 24 ans,Alberta,48,10.4,10.4
2015,Total - Genre,25 ans et plus,Alberta,48,5.3,5.3
2015,Total - Genre,25 à 44 ans,Alberta,48,5.5,5.5
2015,Total - Genre,45 à 64 ans,Alberta,48,5.3,5.3
2015,Total - Genre,45 ans et plus,Alberta,48,5.2,5.2
2015,Total - Genre,25 à 54 ans,Alberta,48,5.5,5.5
2015,Total - Genre,55 ans et plus,Alberta,48,4.8,4.8
2015,Total - Genre,15 à 64 ans,Alberta,48,6.2,6.2
2015,Total - Genre,15 à 19 ans,Alberta,48,13.7,13.7
2015,Total - Genre,20 à 24 ans,Alberta,48,8.5,8.5
2015,Total - Genre,25 à 29 ans,Alberta,48,6.0,6.0
2015,Total - Genre,30 à 34 ans,Alberta,48,4.7,4.7
2015,Total - Genre,35 à 39 ans,Alberta,48,5.6,5.6
2015,Total - Genre,40 à 44 ans,Alberta,48,5.7,5.7
2015,Total - Genre,45 à 49 ans,Alberta,48,5.5,5.5
2015,Total - Genre,50 à 54 ans,Alberta,48,5.4,5.4
2015,Total - Genre,55 à 59 ans,Alberta,48,4.8,4.8
2015,Total - Genre,60 à 64 ans,Alberta,48,5.5,5.5
2015,Total - Genre,65 ans et plus,Alberta,48,3.4,3.4
2015,Total - Genre,65 à 69 ans,Alberta,48,3.8,3.8
2015,Total - Genre,70 ans et plus,Alberta,48,,
2015,Hommes+,15 ans et plus,Alberta,48,6.5,6.5
2015,Hommes+,15 à 24 ans,Alberta,48,11.9,11.9
2015,Hommes+,25 ans et plus,Alberta,48,5.6,5.6
2015,Hommes+,25 à 44 ans,Alberta,48,5.6,5.6
2015,Hommes+,45 à 64 ans,Alberta,48,5.9,5.9
2015,Hommes+,45 ans et plus,Alberta,48,5.7,5.7
2015,Hommes+,25 à 54 ans,Alberta,48,5.7,5.7
2015,Hommes+,55 ans et plus,Alberta,48,5.2,5.2
2015,Hommes+,15 à 64 ans,Alberta,48,6.7,6.7
2015,Hommes+,15 à 19 ans,Alberta,48,15.5,15.5
2015,Hommes+,20 à 24 ans,Alberta,48,9.9,9.9
2015,Hommes+,25 à 29 ans,Alberta,48,6.6,6.6
2015,Hommes+,30 à 34 ans,Alberta,48,4.7,4.7
2015,Hommes+,35 à 39 ans,Alberta,48,5.2,5.2
2015,Hommes+,40 à 44 ans,Alberta,48,5.8,5.8
2015,Hommes+,45 à 49 ans,Alberta,48,6.4,6.4
2015,Hommes+,50 à 54 ans,Alberta,48,5.8,5.8
2015,Hommes+,55 à 59 ans,Alberta,48,4.9,4.9
2015,Hommes+,60 à 64 ans,Alberta,48,6.7,6.7
2015,Hommes+,65 ans et plus,Alberta,48,,
2015,Hommes+,65 à 69 ans,Alberta,48,,
2015,Hommes+,70 ans et plus,Alberta,48,,
2015,Femmes+,15 ans et plus,Alberta,48,5.6,5.6
2015,Femmes+,15 à 24 ans,Alberta,48,8.6,8.6
2015,Femmes+,25 ans et plus,Alberta,48,5.0,5.0
2015,Femmes+,25 à 44 ans,Alberta,48,5.4,5.4
2015,Femmes+,45 à 64 ans,Alberta,48,4.7,4.7
2015,Femmes+,45 ans et plus,Alberta,48,4.5,4.5
2015,Femmes+,25 à 54 ans,Alberta,48,5.2,5.2
2015,Femmes+,55 ans et plus,Alberta,48,4.2,4.2
2015,Femmes+,15 à 64 ans,Alberta,48,5.7,5.7
2015,Femmes+,15 à 19 ans,Alberta,48,11.4,11.4
2015,Femmes+,20 à 24 ans,Alberta,48,6.9,6.9
2015,Femmes+,25 à 29 ans,Alberta,48,5.3,5.3
2015,Femmes+,30 à 34 ans,Alberta,48,4.7,4.7
2015,Femmes+,35 à 39 ans,Alberta,48,6.0,6.0
2015,Femmes+,40 à 44 ans,Alberta,48,5.6,5.6
2015,Femmes+,45 à 49 ans,Alberta,48,4.6,4.6
2015,Femmes+,50 à 54 ans,Alberta,48,5.1,5.1
2015,Femmes+,55 à 59 ans,Alberta,48,4.8,4.8
2015,Femmes+,60 à 64 ans,Alberta,48,4.0,4.0
2015,Femmes+,65 ans et plus,Alberta,48,,
2015,Femmes+,65 à 69 ans,Alberta,48,,
2015,Femmes+,70 ans et plus,Alberta,48,,
2015,Total - Genre,15 ans et plus,Colombie-Britannique,59,6.2,6.2
2015,Total - Genre,15 à 24 ans,Colombie-Britannique,59,11.1,11.1
2015,Total - Genre,25 ans et plus,Colombie-Britannique,59,5.3,5.3
2015,Total - Genre,25 à 44 ans,Colombie-Britannique,59,5.1,5.1
2015,Total - Genre,45 à 64 ans,Colombie-Britannique,59,5.6,5.6
2015,Total - Genre,45 ans et plus,Colombie-Britannique,59,5.6,5.6
2015,Total - Genre,25 à 54 ans,Colombie-Britannique,59,5.2,5.2
2015,Total - Genre,55 ans et plus,Colombie-Britannique,59,5.8,5.8
2015,Total - Genre,15 à 64 ans,Colombie-Britannique,59,6.2,6.2
2015,Total - Genre,15 à 19 ans,Colombie-Britannique,59,15.5,15.5
2015,Total - Genre,20 à 24 ans,Colombie-Britannique,59,8.7,8.7
2015,Total - Genre,25 à 29 ans,Colombie-Britannique,59,5.9,5.9
2015,Total - Genre,30 à 34 ans,Colombie-Britannique,59,4.4,4.4
2015,Total - Genre,35 à 39 ans,Colombie-Britannique,59,5.4,5.4
2015,Total - Genre,40 à 44 ans,Colombie-Britannique,59,4.9,4.9
2015,Total - Genre,45 à 49 ans,Colombie-Britannique,59,5.3,5.3
2015,Total - Genre,50 à 54 ans,Colombie-Britannique,59,5.4,5.4
2015,Total - Genre,55 à 59 ans,Colombie-Britannique,59,5.8,5.8
2015,Total - Genre,60 à 64 ans,Colombie-Britannique,59,6.4,6.4
2015,Total - Genre,65 ans et plus,Colombie-Britannique,59,4.8,4.8
2015,Total - Genre,65 à 69 ans,Colombie-Britannique,59,5.0,5.0
2015,Total - Genre,70 ans et plus,Colombie-Britannique,59,,
2015,Hommes+,15 ans et plus,Colombie-Britannique,59,6.6,6.6
2015,Hommes+,15 à 24 ans,Colombie-Britannique,59,13.1,13.1
2015,Hommes+,25 ans et plus,Colombie-Britannique,59,5.6,5.6
2015,Hommes+,25 à 44 ans,Colombie-Britannique,59,5.3,5.3
2015,Hommes+,45 à 64 ans,Colombie-Britannique,59,6.0,6.0
2015,Hommes+,45 ans et plus,Colombie-Britannique,59,5.8,5.8
2015,Hommes+,25 à 54 ans,Colombie-Britannique,59,5.3,5.3
2015,Hommes+,55 ans et plus,Colombie-Britannique,59,6.5,6.5
2015,Hommes+,15 à 64 ans,Colombie-Britannique,59,6.7,6.7
2015,Hommes+,15 à 19 ans,Colombie-Britannique,59,16.9,16.9
2015,Hommes+,20 à 24 ans,Colombie-Britannique,59,11.1,11.1
2015,Hommes+,25 à 29 ans,Colombie-Britannique,59,6.6,6.6
2015,Hommes+,30 à 34 ans,Colombie-Britannique,59,4.4,4.4
2015,Hommes+,35 à 39 ans,Colombie-Britannique,59,5.6,5.6
2015,Hommes+,40 à 44 ans,Colombie-Britannique,59,4.5,4.5
2015,Hommes+,45 à 49 ans,Colombie-Britannique,59,4.6,4.6
2015,Hommes+,50 à 54 ans,Colombie-Britannique,59,5.7,5.7
2015,Hommes+,55 à 59 ans,Colombie-Britannique,59,7.0,7.0
2015,Hommes+,60 à 64 ans,Colombie-Britannique,59,7.2,7.2
2015,Hommes+,65 ans et plus,Colombie-Britannique,59,4.2,4.2
2015,Hommes+,65 à 69 ans,Colombie-Britannique,59,3.9,3.9
2015,Hommes+,70 ans et plus,Colombie-Britannique,59,,
2015,Femmes+,15 ans et plus,Colombie-Britannique,59,5.6,5.6
2015,Femmes+,15 à 24 ans,Colombie-Britannique,59,8.8,8.8
2015,Femmes+,25 ans et plus,Colombie-Britannique,59,5.1,5.1
2015,Femmes+,25 à 44 ans,Colombie-Britannique,59,5.0,5.0
2015,Femmes+,45 à 64 ans,Colombie-Britannique,59,5.3,5.3
2015,Femmes+,45 ans et plus,Colombie-Britannique,59,5.3,5.3
2015,Femmes+,25 à 54 ans,Colombie-Britannique,59,5.1,5.1
2015,Femmes+,55 ans et plus,Colombie-Britannique,59,5.0,5.0
2015,Femmes+,15 à 64 ans,Colombie-Britannique,59,5.7,5.7
2015,Femmes+,15 à 19 ans,Colombie-Britannique,59,13.8,13.8
2015,Femmes+,20 à 24 ans,Colombie-Britannique,59,5.9,5.9
2015,Femmes+,25 à 29 ans,Colombie-Britannique,59,5.0,5.0
2015,Femmes+,30 à 34 ans,Colombie-Britannique,59,4.3,4.3
2015,Femmes+,35 à 39 ans,Colombie-Britannique,59,5.2,5.2
2015,Femmes+,40 à 44 ans,Colombie-Britannique,59,5.3,5.3
2015,Femmes+,45 à 49 ans,Colombie-Britannique,59,5.9,5.9
2015,Femmes+,50 à 54 ans,Colombie-Britannique,59,5.1,5.1
2015,Femmes+,55 à 59 ans,Colombie-Britannique,59,4.5,4.5
2015,Femmes+,60 à 64 ans,Colombie-Britannique,59,5.4,5.4
2015,Femmes+,65 ans et plus,Colombie-Britannique,59,5.3,5.3
2015,Femmes+,65 à 69 ans,Colombie-Britannique,59,6.6,6.6
2015,Femmes+,70 ans et plus,Colombie-Britannique,59,,
2016,Total - Genre,15 à 24 ans,Canada,,12.6,12.6
2016,Total - Genre,25 ans et plus,Canada,,6.1,6.1
2016,Total - Genre,25 à 44 ans,Canada,,6.3,6.3
2016,Total - Genre,45 à 64 ans,Canada,,6.1,6.1
2016,Total - Genre,45 ans et plus,Canada,,5.9,5.9
2016,Total - Genre,25 à 54 ans,Canada,,6.1,6.1
2016,Total - Genre,55 ans et plus,Canada,,6.3,6.3
2016,Total - Genre,15 à 64 ans,Canada,,7.2,7.2
2016,Total - Genre,15 à 19 ans,Canada,,17.1,17.1
2016,Total - Genre,20 à 24 ans,Canada,,10.1,10.1
2016,Total - Genre,25 à 29 ans,Canada,,7.7,7.7
2016,Total - Genre,30 à 34 ans,Canada,,6.3,6.3
2016,Total - Genre,35 à 39 ans,Canada,,5.5,5.5
2016,Total - Genre,40 à 44 ans,Canada,,5.7,5.7
2016,Total - Genre,45 à 49 ans,Canada,,5.5,5.5
2016,Total - Genre,50 à 54 ans,Canada,,5.8,5.8
2016,Total - Genre,55 à 59 ans,Canada,,6.2,6.2
2016,Total - Genre,60 à 64 ans,Canada,,7.3,7.3
2016,Total - Genre,65 ans et plus,Canada,,4.8,4.8
2016,Total - Genre,65 à 69 ans,Canada,,5.4,5.4
2016,Total - Genre,70 ans et plus,Canada,,3.7,3.7
2016,Hommes+,15 ans et plus,Canada,,7.7,7.7
2016,Hommes+,15 à 24 ans,Canada,,14.4,14.4
2016,Hommes+,25 ans et plus,Canada,,6.6,6.6
2016,Hommes+,25 à 44 ans,Canada,,6.8,6.8
2016,Hommes+,45 à 64 ans,Canada,,6.6,6.6
2016,Hommes+,45 ans et plus,Canada,,6.5,6.5
2016,Hommes+,25 à 54 ans,Canada,,6.5,6.5
2016,Hommes+,55 ans et plus,Canada,,6.9,6.9
2016,Hommes+,15 à 64 ans,Canada,,7.8,7.8
2016,Hommes+,15 à 19 ans,Canada,,19.2,19.2
2016,Hommes+,20 à 24 ans,Canada,,11.8,11.8
2016,Hommes+,25 à 29 ans,Canada,,8.8,8.8
2016,Hommes+,30 à 34 ans,Canada,,6.7,6.7
2016,Hommes+,35 à 39 ans,Canada,,5.5,5.5
2016,Hommes+,40 à 44 ans,Canada,,6.0,6.0
2016,Hommes+,45 à 49 ans,Canada,,5.7,5.7
2016,Hommes+,50 à 54 ans,Canada,,6.4,6.4
2016,Hommes+,55 à 59 ans,Canada,,6.7,6.7
2016,Hommes+,60 à 64 ans,Canada,,7.9,7.9
2016,Hommes+,65 ans et plus,Canada,,5.6,5.6
2016,Hommes+,65 à 69 ans,Canada,,6.3,6.3
2016,Hommes+,70 ans et plus,Canada,,4.5,4.5
2016,Femmes+,15 ans et plus,Canada,,6.3,6.3
2016,Femmes+,15 à 24 ans,Canada,,10.7,10.7
2016,Femmes+,25 ans et plus,Canada,,5.6,5.6
