Year,Niveau de sécurité alimentaire du ménage,Géographie,Sexe,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,,Toutes les personnes,,,10,4.0
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,81.8
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,18.2
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,7.4
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,10.9
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,7.3
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles économiques,,,10,3.6
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,90.3
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,9.7
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,3.3
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,6.4
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles de personnes âgées,,,10,4.5
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,89.4
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,10.6
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,4.2
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,6.4
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples de personnes âgées,,,10,4.0
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les autres familles de personnes âgées,,,10,93.7
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles non âgées,,,10,79.9
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles non âgées,,,10,20.1
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles non âgées,,,10,8.3
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles non âgées,,,10,11.9
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles non âgées,,,10,7.9
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles non âgées,,,10,3.9
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples,,,10,88.9
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples,,,10,11.1
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples,,,10,8.1
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les couples,,,10,5.0
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,10,80.2
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,10,19.8
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,10,10.9
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,10,8.8
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,10,5.8
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,10,89.1
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,10,10.9
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles monoparentales,,,10,52.7
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles monoparentales,,,10,47.3
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles monoparentales,,,10,37.5
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les familles monoparentales,,,10,26.0
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Femme,,Personnes dans les familles monoparentales,,,10,52.5
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Femme,,Personnes dans les familles monoparentales,,,10,47.5
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Femme,,Personnes dans les familles monoparentales,,,10,36.1
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Femme,,Personnes dans les familles monoparentales,,,10,22.6
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,10,70.7
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,10,29.3
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,10,10.8
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,10,18.5
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes dans les autres familles de personnes non âgées,,,10,10.6
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes hors famille économique,,,10,77.1
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes hors famille économique,,,10,22.9
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes hors famille économique,,,10,4.3
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes hors famille économique,,,10,18.6
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes hors famille économique,,,10,11.8
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes hors famille économique,,,10,6.8
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes âgées hors famille économique,,,10,82.9
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes âgées hors famille économique,,,10,17.1
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes âgées hors famille économique,,,10,4.8
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes âgées hors famille économique,,,10,12.3
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes âgées hors famille économique,,,10,9.7
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Homme,,Personnes âgées hors famille économique,,,10,77.7
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Homme,,Personnes âgées hors famille économique,,,10,22.3
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Homme,,Personnes âgées hors famille économique,,,10,14.3
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Femme,,Personnes âgées hors famille économique,,,10,86.0
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Femme,,Personnes âgées hors famille économique,,,10,14.0
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Femme,,Personnes âgées hors famille économique,,,10,11.0
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Femme,,Personnes âgées hors famille économique,,,10,7.9
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes non âgées hors famille économique,,,10,73.9
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes non âgées hors famille économique,,,10,26.1
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes non âgées hors famille économique,,,10,4.0
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes non âgées hors famille économique,,,10,22.1
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes non âgées hors famille économique,,,10,13.0
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,,Personnes non âgées hors famille économique,,,10,9.1
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Homme,,Personnes non âgées hors famille économique,,,10,77.6
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Homme,,Personnes non âgées hors famille économique,,,10,22.4
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Homme,,Personnes non âgées hors famille économique,,,10,19.0
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Homme,,Personnes non âgées hors famille économique,,,10,11.8
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Homme,,Personnes non âgées hors famille économique,,,10,7.2
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Femme,,Personnes non âgées hors famille économique,,,10,68.5
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Femme,,Personnes non âgées hors famille économique,,,10,31.5
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Femme,,Personnes non âgées hors famille économique,,,10,26.5
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Femme,,Personnes non âgées hors famille économique,,,10,14.7
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Femme,,Personnes non âgées hors famille économique,,,10,11.8
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Toutes les personnes,,,11,82.7
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Toutes les personnes,,,11,17.3
2018,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Les deux sexes,,Toutes les personnes,,,11,5.0
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,,Toutes les personnes,,,11,12.3
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,,Toutes les personnes,,,11,7.4
2018,Insécurité alimentaire grave,Île-du-Prince-Édouard,Les deux sexes,,Toutes les personnes,,,11,4.9
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles économiques,,,11,83.6
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles économiques,,,11,16.4
2018,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles économiques,,,11,4.7
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles économiques,,,11,11.7
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles économiques,,,11,7.6
2018,Insécurité alimentaire grave,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles économiques,,,11,4.1
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles de personnes âgées,,,11,92.9
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les couples de personnes âgées,,,11,97.7
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les autres familles de personnes âgées,,,11,82.5
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles non âgées,,,11,81.7
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles non âgées,,,11,18.3
2018,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles non âgées,,,11,5.0
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles non âgées,,,11,13.3
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles non âgées,,,11,8.8
2018,Insécurité alimentaire grave,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles non âgées,,,11,4.5
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les couples,,,11,87.1
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les couples,,,11,12.9
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les couples,,,11,11.1
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les couples,,,11,6.8
2018,Insécurité alimentaire grave,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les couples,,,11,4.3
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,11,83.1
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,11,16.9
2018,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,11,5.3
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,11,11.6
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles comptant un couple avec des enfants,,,11,7.3
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,11,92.8
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles monoparentales,,,11,48.6
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles monoparentales,,,11,51.4
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles monoparentales,,,11,34.5
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,,Personnes dans les familles monoparentales,,,11,21.9
